#x         X-corr 
1.50022345     2.88103056
1.50022365     1.937847376
1.50022385     1.267905116
1.50022405     1.822257996
1.50022425     1.852326035
1.50022445     2.338631868
1.50022465     2.904319286
1.50022485     2.646385908
1.50022505     3.020872593
1.50022525     2.990476608
1.50022545     2.615690231
1.50022565     2.875244141
1.50022585     2.374736309
1.50022605     1.561803341
1.50022625     1.629112363
1.50022645     1.455690861
1.50022665     1.36480391
1.50022685     2.074194193
1.50022705     2.000792265
1.50022725     2.931293964
1.50022745     3.441006184
1.50022765     4.726949215
1.50022785     6.136900902
1.50022805     6.921545029
1.50022825     7.806889534
1.50022845     7.294788837
1.50022865     7.150187492
1.50022885     6.529509544
1.50022905     6.043690205
1.50022925     5.656275749
1.50022945     3.826527834
1.50022965     2.50502038
1.50022985     0.6460427642
1.50023005     1.135235429
1.50023025     1.888899326
1.50023045     3.269297361
1.50023065     3.697240591
1.50023085     5.297339439
1.50023105     6.547757149
1.50023125     7.452512741
1.50023145     7.809463978
1.50023165     6.53921032
1.50023185     5.522030354
1.50023205     4.597170353
1.50023225     3.522330046
1.50023245     3.451563597
