#x         X-corr 
1.50023265     3.147695065
1.50023285     2.998289347
1.50023305     4.259423733
1.50023325     5.426575184
1.50023345     7.18274498
1.50023365     8.606435776
1.50023385     8.578798294
1.50023405     8.257381439
1.50023425     6.712537766
1.50023445     5.350780964
1.50023465     4.618755341
1.50023485     4.115781307
1.50023505     4.486954689
1.50023525     4.650733471
1.50023545     6.094594002
1.50023565     7.308498859
1.50023585     9.688476562
1.50023605     10.84799194
1.50023625     12.0395813
1.50023645     11.38961506
1.50023665     10.0912962
1.50023685     8.628293991
1.50023705     5.672366142
1.50023725     1.865996122
1.50023745     5.674610138
1.50023765     13.17899513
1.50023785     20.4299221
1.50023805     25.35287094
1.50023825     26.29854012
1.50023845     24.76738739
1.50023865     20.62693596
1.50023885     17.09354782
1.50023905     14.57893658
1.50023925     13.30663681
1.50023945     12.27665901
1.50023965     11.42642212
1.50023985     11.94906712
1.50024005     12.69667435
1.50024025     14.15417099
1.50024045     13.65570831
1.50024065     12.54143238
1.50024085     9.371082306
1.50024105     5.428807259
1.50024125     1.929516673
1.50024145     2.864041805
1.50024165     5.362924576
1.50024185     6.883553982
1.50024205     7.545415878
1.50024225     6.274433613
1.50024245     4.891829967
1.50024265     3.241442204
1.50024285     2.169364929
1.50024305     3.004162073
1.50024325     3.957282543
1.50024345     5.065075874
1.50024365     6.815118313
1.50024385     7.289565086
1.50024405     8.342372894
1.50024425     8.706231117
1.50024445     9.575307846
1.50024465     10.42642689
1.50024485     9.961847305
1.50024505     9.055656433
1.50024525     6.399264812
1.50024545     3.508174181
1.50024565     1.568482518
1.50024585     2.151994944
1.50024605     2.888288021
1.50024625     4.358018875
1.50024645     4.856761932
1.50024665     6.001708508
1.50024685     6.261883736
1.50024705     5.508948326
1.50024725     4.549441338
1.50024745     2.205941916
1.50024765     1.194572449
1.50024785     3.329697371
1.50024805     5.133290291
1.50024825     5.353158951
1.50024845     5.389067173
1.50024865     3.898183584
1.50024885     2.509971857
1.50024905     1.538035393
1.50024925     1.237116694
1.50024945     2.459812164
1.50024965     3.816868782
1.50024985     4.602761269
1.50025005     6.15703249
1.50025025     6.898121357
1.50025045     8.193488121
1.50025065     7.960768223
1.50025085     7.026670456
1.50025105     5.614678383
1.50025125     3.326827049
1.50025145     1.997682571
1.50025165     0.54179281
1.50025185     0.7945265174
1.50025205     1.28571713
1.50025225     2.611430407
1.50025245     4.199683666
1.50025265     5.068113327
1.50025285     6.557629108
1.50025305     7.297652245
1.50025325     8.880205154
1.50025345     9.977086067
1.50025365     10.18204117
1.50025385     9.710885048
1.50025405     7.480417728
1.50025425     5.63297987
1.50025445     3.45464015
1.50025465     2.584233522
1.50025485     3.087081432
1.50025505     4.055018902
1.50025525     5.733783722
1.50025545     6.220964432
1.50025565     7.212098122
1.50025585     7.057158947
1.50025605     6.633520603
1.50025625     6.399913788
1.50025645     5.636168003
1.50025665     5.904528618
1.50025685     5.605343342
1.50025705     6.403151989
1.50025725     6.603708267
1.50025745     6.871465683
1.50025765     7.567290306
1.50025785     7.52517128
1.50025805     8.400884628
1.50025825     9.196380615
1.50025845     9.859882355
1.50025865     11.63569832
1.50025885     12.25873852
1.50025905     12.67975712
1.50025925     11.61425877
1.50025945     10.01646709
1.50025965     8.691487312
1.50025985     6.630567074
1.50026005     5.114161015
1.50026025     2.607049227
1.50026045     1.844804764
1.50026065     3.617860794
1.50026085     4.85948801
1.50026105     6.381187439
1.50026125     8.138367653
1.50026145     8.931678772
1.50026165     9.690784454
1.50026185     8.724340439
1.50026205     7.57648468
1.50026225     6.543605328
1.50026245     5.452869415
1.50026265     5.865765572
1.50026285     6.075003624
1.50026305     6.552562714
1.50026325     7.046674728
1.50026345     6.322366714
1.50026365     6.2701087
1.50026385     5.384041309
1.50026405     5.465132713
1.50026425     5.146811008
1.50026445     5.223605633
1.50026465     5.357043266
1.50026485     6.028388977
1.50026505     7.331876755
1.50026525     7.901294708
1.50026545     8.49660778
1.50026565     7.058981895
1.50026585     5.324622631
1.50026605     3.338997364
1.50026625     2.898392677
1.50026645     4.210379601
1.50026665     5.499142647
1.50026685     4.926916122
1.50026705     4.422614098
1.50026725     3.243973255
1.50026745     3.024704933
1.50026765     3.230596542
1.50026785     3.925243139
1.50026805     4.563889027
1.50026825     5.557526112
1.50026845     7.288109779
1.50026865     8.254021645
1.50026885     9.514117241
1.50026905     9.024104118
1.50026925     8.855966568
1.50026945     8.244083405
1.50026965     7.964062691
1.50026985     7.92810297
1.50027005     7.096901417
1.50027025     7.024349689
1.50027045     6.122214794
1.50027065     6.527771473
1.50027085     6.533286095
1.50027105     7.292983055
1.50027125     7.571823597
1.50027145     7.20743227
1.50027165     6.741960526
1.50027185     4.92043829
1.50027205     4.090171814
1.50027225     3.848628521
1.50027245     4.32930994
1.50027265     6.509804726
1.50027285     7.992553234
1.50027305     9.255147934
1.50027325     9.602571487
1.50027345     8.580275536
1.50027365     7.789074421
1.50027385     6.389052868
1.50027405     6.567765236
1.50027425     6.544852734
1.50027445     7.194252968
1.50027465     7.22144556
1.50027485     6.892563343
1.50027505     6.602311134
1.50027525     5.476623058
1.50027545     5.530646324
1.50027565     4.642214298
1.50027585     4.65220356
1.50027605     4.062079906
1.50027625     3.731202126
1.50027645     3.418624401
1.50027665     3.125128031
1.50027685     5.629266739
1.50027705     9.708218575
1.50027725     12.78430557
1.50027745     15.15986824
1.50027765     15.95024586
1.50027785     14.67502403
1.50027805     13.69243336
1.50027825     12.22142029
1.50027845     11.5168066
1.50027865     9.768076897
1.50027885     11.8747282
1.50027905     17.95414925
1.50027925     26.89828873
1.50027945     33.43533707
1.50027965     36.94095612
1.50027985     35.68767166
1.50028005     31.00142288
1.50028025     25.75631332
1.50028045     20.29605103
1.50028065     16.86440849
1.50028085     12.99134159
1.50028105     10.09320927
1.50028125     6.996545315
1.50028145     5.082014084
1.50028165     3.410021305
1.50028185     3.275512934
1.50028205     3.782164812
1.50028225     5.102358818
1.50028245     5.731625557
1.50028265     6.9234972
1.50028285     8.691074371
1.50028305     10.11012554
1.50028325     11.96050549
1.50028345     12.39361095
1.50028365     12.75969791
1.50028385     12.72009563
1.50028405     11.48375607
1.50028425     10.72709846
1.50028445     9.550456047
1.50028465     9.044438362
1.50028485     8.857714653
1.50028505     8.460454941
1.50028525     8.691529274
1.50028545     8.184236526
1.50028565     8.775522232
1.50028585     8.467549324
1.50028605     9.181145668
1.50028625     9.121495247
1.50028645     8.477403641
1.50028665     7.085129738
1.50028685     3.955516577
1.50028705     1.074066639
1.50028725     3.123782873
1.50028745     5.964304447
1.50028765     7.56743288
1.50028785     8.69032383
1.50028805     8.256250381
1.50028825     8.049430847
1.50028845     7.869530201
1.50028865     7.441340923
1.50028885     7.357841969
1.50028905     5.415025711
1.50028925     3.162726879
1.50028945     1.716644287
1.50028965     4.395188332
1.50028985     6.926229
1.50029005     9.278673172
1.50029025     9.44996357
1.50029045     9.142748833
1.50029065     8.19265461
1.50029085     7.033381462
1.50029105     6.600387573
1.50029125     5.2559762
1.50029145     4.95763588
1.50029165     3.881652594
1.50029185     4.185578346
1.50029205     3.764152527
1.50029225     4.525213242
1.50029245     5.051061153
1.50029265     6.700557709
1.50029285     8.116400719
1.50029305     9.118853569
1.50029325     9.785578728
1.50029345     9.116701126
1.50029365     8.895942688
1.50029385     8.309845924
1.50029405     7.898991108
1.50029425     8.247288704
1.50029445     7.658373356
1.50029465     7.618329525
1.50029485     6.608520031
1.50029505     5.930021286
1.50029525     6.019067287
1.50029545     5.525296688
1.50029565     6.02982378
1.50029585     6.063138962
1.50029605     6.194398403
1.50029625     6.983463764
1.50029645     7.317079544
1.50029665     8.442976952
1.50029685     8.484636307
1.50029705     7.962281227
1.50029725     7.323498726
1.50029745     5.81981039
1.50029765     5.442584038
1.50029785     5.089875698
1.50029805     4.952411652
1.50029825     5.050358772
1.50029845     3.967818975
1.50029865     3.165292025
1.50029885     1.74649024
1.50029905     0.4151929021
1.50029925     0.2714180946
1.50029945     0.9825673103
1.50029965     0.7705962658
1.50029985     1.294155121
1.50030005     1.795994997
1.50030025     2.599107265
1.50030045     4.767060757
1.50030065     6.59760046
1.50030085     8.05476284
1.50030105     9.49193573
1.50030125     9.224822044
1.50030145     9.301230431
1.50030165     9.188033104
1.50030185     9.325888634
1.50030205     10.21916676
1.50030225     10.13638973
1.50030245     10.24193096
1.50030265     10.26779652
1.50030285     9.452787399
1.50030305     8.733530998
1.50030325     6.916806221
1.50030345     4.50104332
1.50030365     3.33789897
1.50030385     3.332780123
1.50030405     4.638570309
1.50030425     5.276634216
1.50030445     6.394122601
1.50030465     6.750958443
1.50030485     7.837070942
1.50030505     7.392931461
1.50030525     6.666182041
1.50030545     4.764614105
1.50030565     2.601668835
1.50030585     2.439079523
1.50030605     4.470592022
1.50030625     6.327063084
1.50030645     7.02796936
1.50030665     7.750043869
1.50030685     6.887703896
1.50030705     5.655940056
1.50030725     4.445316792
1.50030745     2.492280722
1.50030765     1.533131957
1.50030785     0.9233672023
1.50030805     0.4015447199
1.50030825     1.040992737
1.50030845     1.328867674
1.50030865     3.003703117
1.50030885     4.518718243
1.50030905     6.056910992
1.50030925     7.499803066
1.50030945     7.360620499
1.50030965     7.406907558
1.50030985     6.334728718
1.50031005     5.554465771
1.50031025     4.508388519
1.50031045     3.083671808
1.50031065     3.446482182
1.50031085     4.215175152
1.50031105     4.631662846
1.50031125     5.323929787
1.50031145     4.788972378
1.50031165     5.522950649
1.50031185     5.866505623
1.50031205     7.610035419
1.50031225     8.576849937
1.50031245     8.709532738
1.50031265     7.683895111
1.50031285     4.677185535
1.50031305     2.745703936
1.50031325     5.355379581
1.50031345     8.091630936
1.50031365     9.926751137
1.50031385     10.93091202
1.50031405     10.9053421
1.50031425     11.45658493
1.50031445     10.623209
1.50031465     9.684329033
1.50031485     7.47692728
1.50031505     5.153216839
1.50031525     3.951725721
1.50031545     4.484380245
1.50031565     6.280297279
1.50031585     7.140161991
1.50031605     8.21972847
1.50031625     7.931019783
1.50031645     7.865490913
1.50031665     7.626873016
1.50031685     7.388696194
1.50031705     7.624611378
1.50031725     7.111282349
1.50031745     7.502574444
1.50031765     7.393767834
1.50031785     7.771921158
1.50031805     8.109741211
1.50031825     7.6261096
1.50031845     7.417195797
1.50031865     7.435555458
1.50031885     7.201859474
1.50031905     7.74720192
1.50031925     8.692436218
1.50031945     12.98424244
1.50031965     18.2989521
1.50031985     24.5657196
1.50032005     28.40526962
1.50032025     30.39034271
1.50032045     30.42224693
1.50032065     29.53697395
1.50032085     29.25920486
1.50032105     27.0499649
1.50032125     23.59127998
1.50032145     17.50018883
1.50032165     11.17490768
1.50032185     8.095685005
1.50032205     10.51231766
1.50032225     13.07182598
1.50032245     13.67265701
1.50032265     12.17965889
1.50032285     8.393006325
1.50032305     4.917856216
1.50032325     1.30804038
1.50032345     1.895275474
1.50032365     2.408531189
1.50032385     2.787748575
1.50032405     1.752988577
1.50032425     1.655716538
1.50032445     0.8132671118
1.50032465     0.7465059161
1.50032485     0.6289560199
1.50032505     2.088966846
1.50032525     2.879372597
1.50032545     4.400314808
1.50032565     4.880706787
1.50032585     6.059866905
1.50032605     7.260632038
1.50032625     8.157506943
1.50032645     9.127750397
1.50032665     8.411988258
1.50032685     7.624210835
1.50032705     5.955858707
1.50032725     4.666775227
1.50032745     3.825643301
1.50032765     2.524583101
1.50032785     1.672738791
1.50032805     1.28103137
1.50032825     3.600476742
1.50032845     6.026974678
1.50032865     8.679883957
1.50032885     9.605886459
1.50032905     10.33527374
1.50032925     9.808922768
1.50032945     9.000973701
1.50032965     8.555826187
1.50032985     7.345187187
1.50033005     6.716476917
1.50033025     5.109291077
1.50033045     4.468853951
1.50033065     3.12214303
1.50033085     2.142777205
1.50033105     0.7697780728
1.50033125     1.318858027
1.50033145     1.83285749
1.50033165     2.727644205
1.50033185     3.050549746
1.50033205     3.52709794
1.50033225     4.886830807
1.50033245     6.006865978
1.50033265     8.069353104
1.50033285     9.134026527
1.50033305     9.74785614
1.50033325     10.25144958
1.50033345     10.05903625
1.50033365     10.67815018
1.50033385     9.950084686
1.50033405     8.914574623
1.50033425     6.752816677
1.50033445     3.869392872
1.50033465     1.992168903
1.50033485     1.590084434
1.50033505     2.092743874
1.50033525     3.260737896
1.50033545     3.853671789
1.50033565     4.599178791
1.50033585     5.713662624
1.50033605     6.759209633
1.50033625     9.103282928
1.50033645     10.65311909
1.50033665     12.27653217
1.50033685     12.18918133
1.50033705     11.3313036
1.50033725     10.22217655
1.50033745     8.865984917
1.50033765     8.796744347
1.50033785     8.059505463
1.50033805     8.303143501
1.50033825     7.923961163
1.50033845     8.745940208
1.50033865     9.752385139
1.50033885     11.29056072
1.50033905     12.67842579
1.50033925     12.50784206
1.50033945     12.02643299
1.50033965     9.951630592
1.50033985     8.360918045
1.50034005     6.582445621
1.50034025     5.188037872
1.50034045     4.520130634
1.50034065     3.752281189
1.50034085     4.604465008
1.50034105     5.858480453
1.50034125     7.701951981
1.50034145     9.981330872
1.50034165     10.68097496
1.50034185     11.18218327
1.50034205     10.73970699
1.50034225     10.1147728
1.50034245     10.26479912
1.50034265     9.856161118
1.50034285     10.02714729
1.50034305     9.452363968
1.50034325     9.6153965
1.50034345     9.645448685
1.50034365     9.703485489
1.50034385     10.49671078
1.50034405     10.8891201
1.50034425     12.57196903
1.50034445     13.03247929
1.50034465     13.43342781
1.50034485     12.83580017
1.50034505     11.54034901
1.50034525     10.9887476
1.50034545     9.831199646
1.50034565     9.242883682
1.50034585     7.345537186
1.50034605     4.921507359
1.50034625     2.767154217
1.50034645     1.500824451
1.50034665     2.48874259
1.50034685     3.598219633
1.50034705     5.022745609
1.50034725     6.559100628
1.50034745     8.894928932
1.50034765     9.641025543
1.50034785     9.772297859
1.50034805     8.125359535
1.50034825     5.677453041
1.50034845     5.283830643
1.50034865     6.713961124
1.50034885     7.802167892
1.50034905     9.191988945
1.50034925     9.725916862
1.50034945     10.82039642
1.50034965     11.55357742
1.50034985     11.04328442
1.50035005     10.24167442
1.50035025     7.885043621
1.50035045     6.303555012
1.50035065     4.839398861
1.50035085     3.63094449
1.50035105     3.716520786
1.50035125     3.824195147
1.50035145     4.270662785
1.50035165     4.829426765
1.50035185     4.521902084
1.50035205     5.021826267
1.50035225     4.393178463
1.50035245     3.445795059
1.50035265     2.14706707
1.50035285     2.314381361
1.50035305     4.498533249
1.50035325     7.311487198
1.50035345     8.859187126
1.50035365     9.790226936
1.50035385     10.54192829
1.50035405     10.48451519
1.50035425     11.47493839
1.50035445     12.07540607
1.50035465     12.62392235
1.50035485     12.50519943
1.50035505     10.73343849
1.50035525     9.161466599
1.50035545     6.595588684
1.50035565     5.647498608
1.50035585     5.303361893
1.50035605     6.121572495
1.50035625     7.088368893
1.50035645     7.301474571
1.50035665     7.494256973
1.50035685     6.293836117
1.50035705     5.77772665
1.50035725     4.611516476
1.50035745     3.717211246
1.50035765     3.372587681
1.50035785     3.291744709
1.50035805     4.134501457
1.50035825     4.837772846
1.50035845     4.073573112
1.50035865     3.853359938
1.50035885     3.093174934
1.50035905     2.751201153
1.50035925     3.12093401
1.50035945     2.366470098
1.50035965     0.9825673103
1.50035985     3.08975625
1.50036005     8.451085091
1.50036025     14.35948277
1.50036045     20.25102806
1.50036065     23.16133499
1.50036085     24.64850044
1.50036105     24.59501457
1.50036125     24.16417313
1.50036145     24.49394989
1.50036165     23.02954483
1.50036185     20.73544693
1.50036205     16.32792664
1.50036225     10.88975906
1.50036245     6.317913532
1.50036265     1.97752893
1.50036285     1.342974067
1.50036305     1.960914373
1.50036325     2.514991999
1.50036345     1.423339963
1.50036365     0.4986312985
1.50036385     1.495025277
1.50036405     3.458266497
1.50036425     4.826570988
1.50036445     6.496191502
1.50036465     6.627809525
1.50036485     6.299912453
1.50036505     5.576911449
1.50036525     4.04639101
1.50036545     3.559307098
1.50036565     2.454890728
1.50036585     2.699515104
1.50036605     2.525285482
1.50036625     3.672996521
1.50036645     4.048531532
1.50036665     5.630726337
1.50036685     6.665456772
1.50036705     8.95741272
1.50036725     10.51760197
1.50036745     11.45083332
1.50036765     11.29319954
1.50036785     9.344086647
1.50036805     7.557374477
1.50036825     4.992269993
1.50036845     3.477677107
1.50036865     2.347874641
1.50036885     2.257089853
1.50036905     2.303587914
1.50036925     3.825772762
1.50036945     5.25001049
1.50036965     6.705561638
1.50036985     8.31603241
1.50037005     8.95496273
1.50037025     10.06891251
1.50037045     10.79815197
1.50037065     10.96332645
1.50037085     12.02933598
1.50037105     12.54825687
1.50037125     13.40122318
1.50037145     13.25384045
1.50037165     11.99017715
1.50037185     10.92555618
1.50037205     8.980560303
1.50037225     7.884561062
1.50037245     5.66142416
1.50037265     3.647740602
1.50037285     3.278185606
1.50037305     3.901834726
1.50037325     4.405151367
1.50037345     4.800240517
1.50037365     3.777564049
1.50037385     3.771708727
1.50037405     3.242010593
1.50037425     3.533694506
1.50037445     3.507886171
1.50037465     3.532162905
1.50037485     3.982996702
1.50037505     3.995811224
1.50037525     5.205035686
1.50037545     5.582448483
1.50037565     6.437953949
1.50037585     6.278229237
1.50037605     5.134603024
1.50037625     4.38495636
1.50037645     3.292237282
1.50037665     3.337578773
1.50037685     4.53364706
1.50037705     5.103945732
1.50037725     6.322937012
1.50037745     6.746320248
1.50037765     6.089821339
1.50037785     5.127668381
1.50037805     2.996826887
1.50037825     2.152520657
1.50037845     3.360836983
1.50037865     4.027215481
1.50037885     4.136256218
1.50037905     4.48555994
1.50037925     4.06623745
1.50037945     4.504686356
1.50037965     4.458450794
1.50037985     4.155704975
1.50038005     4.144647598
1.50038025     3.509254217
1.50038045     3.243346691
1.50038065     3.568325758
1.50038085     3.16955018
1.50038105     3.705549002
1.50038125     4.177229881
1.50038145     4.517649174
1.50038165     5.51871109
1.50038185     5.289431095
1.50038205     5.142464161
1.50038225     4.597484112
1.50038245     3.622000694
1.50038265     3.621043444
1.50038285     3.198783636
1.50038305     3.602068186
1.50038325     4.364766598
1.50038345     4.701929569
1.50038365     6.13428688
1.50038385     7.19932127
1.50038405     8.634077072
1.50038425     9.718048096
1.50038445     9.460823059
1.50038465     9.148319244
1.50038485     7.495563984
1.50038505     6.579162598
1.50038525     4.609792709
1.50038545     2.710004568
1.50038565     2.752800703
1.50038585     6.803770542
1.50038605     9.83939743
1.50038625     12.50622654
1.50038645     13.1948204
1.50038665     12.52116966
1.50038685     11.7694006
1.50038705     10.50328064
1.50038725     10.45660114
1.50038745     9.754090309
1.50038765     9.812440872
1.50038785     9.226689339
1.50038805     9.061635971
1.50038825     8.966957092
1.50038845     8.829648018
1.50038865     9.71894455
1.50038885     9.731650352
1.50038905     10.22987843
1.50038925     9.580163002
1.50038945     8.492963791
1.50038965     7.668866634
1.50038985     6.146317005
1.50039005     5.868332386
1.50039025     4.803109169
1.50039045     4.731822491
1.50039065     4.592101574
1.50039085     4.590052605
1.50039105     5.369566917
1.50039125     5.085735798
1.50039145     5.531698704
1.50039165     5.516633987
1.50039185     5.78481102
1.50039205     6.379365444
1.50039225     6.300837517
1.50039245     6.979399204
1.50039265     6.967815399
1.50039285     7.642434597
1.50039305     7.816400528
1.50039325     7.201980114
1.50039345     6.95399189
1.50039365     5.794594288
1.50039385     5.263368607
1.50039405     5.073270321
1.50039425     4.690917015
1.50039445     5.516161442
1.50039465     5.498737812
1.50039485     6.502997875
1.50039505     6.703955173
1.50039525     7.336596012
1.50039545     7.745097637
1.50039565     7.968488693
1.50039585     8.46271801
1.50039605     7.542402744
1.50039625     6.73476696
1.50039645     4.534420013
1.50039665     2.883577108
1.50039685     1.385518789
1.50039705     1.926823139
1.50039725     1.957193613
1.50039745     1.757422447
1.50039765     1.310079694
1.50039785     3.477430582
1.50039805     6.826313496
1.50039825     10.93871593
1.50039845     13.11769867
1.50039865     14.00598431
1.50039885     13.47026062
1.50039905     11.48259544
1.50039925     10.5415659
1.50039945     9.304327011
1.50039965     8.897491455
1.50039985     9.860169411
1.50040005     10.30670166
1.50040025     11.1702013
1.50040045     10.82054806
1.50040065     11.11768532
1.50040085     12.94352245
1.50040105     17.05790329
1.50040125     22.07256317
1.50040145     25.32392883
1.50040165     26.85509872
1.50040185     24.4828968
1.50040205     20.39911079
1.50040225     15.06491947
1.50040245     10.04718399
1.50040265     7.349109173
1.50040285     5.816018581
1.50040305     5.883594036
1.50040325     5.087963581
1.50040345     5.234710217
1.50040365     4.716925144
1.50040385     5.042864799
1.50040405     4.933493137
1.50040425     4.324577332
1.50040445     3.500684977
1.50040465     1.49292922
1.50040485     1.645252585
1.50040505     3.385572195
1.50040525     5.41536808
1.50040545     6.066802025
1.50040565     6.690690517
1.50040585     5.691220284
1.50040605     4.857330799
1.50040625     4.112667084
1.50040645     5.289356709
1.50040665     7.197121143
1.50040685     8.931969643
1.50040705     10.0858326
1.50040725     9.404604912
1.50040745     8.713742256
1.50040765     6.834055901
1.50040785     5.694831848
1.50040805     4.266871452
1.50040825     2.902690411
1.50040845     1.695391059
1.50040865     0.4464096129
1.50040885     1.953234315
1.50040905     4.601219177
1.50040925     6.699702263
1.50040945     9.104627609
1.50040965     9.849868774
1.50040985     9.208595276
1.50041005     7.672501087
1.50041025     4.588855267
1.50041045     2.787995577
1.50041065     1.772267818
1.50041085     3.015589476
1.50041105     3.190159082
1.50041125     4.335233212
1.50041145     4.836706638
1.50041165     5.9828372
1.50041185     6.280375957
1.50041205     5.564022064
1.50041225     4.627855301
1.50041245     2.393396378
1.50041265     1.274313092
1.50041285     2.664920092
1.50041305     3.744823694
1.50041325     5.09868145
1.50041345     6.626259804
1.50041365     7.284495831
1.50041385     8.369040489
1.50041405     8.129673004
1.50041425     8.533992767
1.50041445     8.383799553
1.50041465     8.506324768
1.50041485     8.756417274
1.50041505     8.557368279
1.50041525     9.322947502
1.50041545     9.097928047
1.50041565     9.131609917
1.50041585     7.722956657
1.50041605     5.854934692
1.50041625     4.402478218
1.50041645     2.931605816
1.50041665     3.116385221
1.50041685     3.84277153
1.50041705     4.073428631
1.50041725     4.190471649
1.50041745     2.271354675
1.50041765     1.064415455
1.50041785     3.806786299
1.50041805     7.346405983
1.50041825     9.01010704
1.50041845     10.45760918
1.50041865     10.24893379
1.50041885     10.10840034
1.50041905     9.858739853
1.50041925     9.441019058
1.50041945     9.606911659
1.50041965     9.056524277
1.50041985     9.317785263
1.50042005     8.273461342
1.50042025     7.313716888
1.50042045     5.801645279
1.50042065     4.459413052
1.50042085     4.121039867
1.50042105     4.295100689
1.50042125     5.905520439
1.50042145     7.79208374
1.50042165     8.29642868
1.50042185     8.616599083
1.50042205     7.797278881
1.50042225     7.049389839
1.50042245     6.962330341
1.50042265     6.309110165
1.50042285     6.069863796
1.50042305     4.639525414
1.50042325     3.62673068
1.50042345     2.747305155
1.50042365     3.131274462
1.50042385     3.489782572
1.50042405     4.087216854
1.50042425     4.351415634
1.50042445     4.726295471
1.50042465     5.343558788
1.50042485     5.962656021
1.50042505     7.456973076
1.50042525     8.413216591
1.50042545     9.787632942
1.50042565     9.581092834
1.50042585     9.786212921
1.50042605     9.457134247
1.50042625     9.177605629
1.50042645     8.931828499
1.50042665     7.427721024
1.50042685     6.455537319
1.50042705     4.675807476
1.50042725     4.003900051
1.50042745     3.734364986
1.50042765     3.683161497
1.50042785     4.701732159
1.50042805     5.117370129
1.50042825     6.326432705
1.50042845     6.846208096
1.50042865     6.814752102
1.50042885     6.91753149
1.50042905     5.888127804
1.50042925     5.620737076
1.50042945     4.80457592
1.50042965     4.952929497
1.50042985     4.96485424
1.50043005     5.180808544
1.50043025     5.219314098
1.50043045     4.534555435
1.50043065     4.243634224
1.50043085     3.215810537
1.50043105     3.273299217
1.50043125     2.875941515
1.50043145     2.976513147
1.50043165     3.453296661
1.50043185     3.643085718
1.50043205     4.66200161
1.50043225     4.622411728
1.50043245     4.858278751
1.50043265     4.922235966
1.50043285     4.692475319
1.50043305     5.751903057
1.50043325     6.547620296
1.50043345     7.863585949
1.50043365     9.113418579
1.50043385     9.08594799
1.50043405     8.782926559
1.50043425     6.861955166
1.50043445     5.037819386
1.50043465     4.506364346
1.50043485     5.750879765
1.50043505     7.221016884
1.50043525     7.540516376
1.50043545     7.679883957
1.50043565     6.839452267
1.50043585     7.000285149
1.50043605     7.711927891
1.50043625     9.290883064
1.50043645     11.66628742
1.50043665     12.66707611
1.50043685     13.62031651
1.50043705     13.56840801
1.50043725     13.51435089
1.50043745     13.97986412
1.50043765     14.05082512
1.50043785     15.35921764
1.50043805     16.23642349
1.50043825     17.82814598
1.50043845     18.02646446
1.50043865     17.11973
1.50043885     15.5761528
1.50043905     13.26893711
1.50043925     12.1733675
1.50043945     9.821873665
1.50043965     7.369914055
1.50043985     4.126671791
1.50044005     2.824442863
1.50044025     5.787252426
1.50044045     10.33432388
1.50044065     13.72675228
1.50044085     16.86968803
1.50044105     20.4767952
1.50044125     24.19596863
1.50044145     28.27178001
1.50044165     29.76471138
1.50044185     29.78723907
1.50044205     28.16946793
1.50044225     26.78958321
1.50044245     26.13644981
1.50044265     24.18682861
1.50044285     22.03959274
1.50044305     18.22527885
1.50044325     14.68586159
1.50044345     11.92996311
1.50044365     9.443563461
1.50044385     7.550786972
1.50044405     3.953073978
1.50044425     0.5923964977
1.50044445     3.559631348
1.50044465     6.646110535
1.50044485     7.967635632
1.50044505     9.166646004
1.50044525     9.195723534
1.50044545     9.984796524
1.50044565     9.384638786
1.50044585     8.441251755
1.50044605     6.93089962
1.50044625     5.040408134
1.50044645     3.882103443
1.50044665     1.822244167
1.50044685     1.179268599
1.50044705     3.918842316
1.50044725     6.085299492
1.50044745     7.686002731
1.50044765     8.378184319
1.50044785     7.891607761
1.50044805     8.097919464
1.50044825     7.495232105
1.50044845     7.310985565
1.50044865     6.282222748
1.50044885     4.626406193
1.50044905     3.430684805
1.50044925     2.821419239
1.50044945     4.344848633
1.50044965     5.213569164
1.50044985     6.419579029
1.50045005     6.246272564
1.50045025     6.368396282
1.50045045     6.152618408
1.50045065     6.028139114
1.50045085     6.473492622
1.50045105     5.855440617
1.50045125     5.694005489
1.50045145     4.520339489
1.50045165     3.571279049
1.50045185     2.71518302
1.50045205     1.011822224
1.50045225     1.813832164
1.50045245     4.939747334
1.50045265     7.328418255
1.50045285     9.838827133
1.50045305     11.173666
1.50045325     12.20165253
1.50045345     13.80682278
1.50045365     14.34878635
1.50045385     14.79474163
1.50045405     12.9613533
1.50045425     10.22922516
1.50045445     7.316721916
1.50045465     4.424942017
1.50045485     3.830458403
1.50045505     5.068731308
1.50045525     5.47620821
1.50045545     5.558842659
1.50045565     5.634613991
1.50045585     5.038716793
1.50045605     5.247848511
1.50045625     4.313176155
1.50045645     4.054384232
1.50045665     3.146672249
1.50045685     3.865399837
1.50045705     4.404822826
1.50045725     5.563987255
1.50045745     6.122101784
1.50045765     6.104801178
1.50045785     6.498779297
1.50045805     6.186559677
1.50045825     6.733947277
1.50045845     6.162032604
1.50045865     5.652124882
1.50045885     5.089390278
1.50045905     4.075698853
1.50045925     4.402791977
1.50045945     4.577792168
1.50045965     5.058095455
1.50045985     5.870154381
1.50046005     5.379480839
1.50046025     4.770591736
1.50046045     3.862367392
1.50046065     3.010772943
1.50046085     3.838017225
1.50046105     5.472762108
1.50046125     5.820219994
1.50046145     6.362911224
1.50046165     6.701835155
1.50046185     6.778429508
1.50046205     7.284498215
1.50046225     6.46530962
1.50046245     5.924948215
1.50046265     4.457214832
1.50046285     3.446692467
1.50046305     2.945523977
1.50046325     2.082351208
1.50046345     2.227176905
1.50046365     1.721567988
1.50046385     1.762086868
1.50046405     1.930685997
1.50046425     1.814182639
1.50046445     2.476645947
1.50046465     2.321512699
1.50046485     2.550741196
1.50046505     2.57706213
1.50046525     3.089343309
1.50046545     4.063676357
