#x       CXcorr
1.50001765     0.001888490748
1.50001785     0.002339951694
1.50001805     0.002894029487
1.50001825     0.002625858411
1.50001845     0.002660273341
1.50001865     0.002530556405
1.50001885     0.002155571943
1.50001905     0.002434244147
1.50001925     0.002334970748
1.50001945     0.002634277102
1.50001965     0.002908732975
1.50001985     0.002936119447
1.50002005     0.003430138575
1.50002025     0.003378158202
1.50002045     0.003890748601
1.50002065     0.003828400979
1.50002085     0.004509471357
1.50002105     0.004692005925
1.50002125     0.005658235867
1.50002145     0.006297659129
1.50002165     0.007086957805
1.50002185     0.00738099264
1.50002205     0.006688186433
1.50002225     0.006106337067
1.50002245     0.004797778558
1.50002265     0.004108479246
1.50002285     0.003344400087
1.50002305     0.002572845668
1.50002325     0.0022989586
1.50002345     0.00199885387
1.50002365     0.002249859273
1.50002385     0.002732804278
1.50002405     0.002610425232
1.50002425     0.003066928824
1.50002445     0.00282181683
1.50002465     0.002877929015
1.50002485     0.002375499578
1.50002505     0.001747570815
1.50002525     0.001398761873
1.50002545     0.001221966115
1.50002565     0.001512959017
1.50002585     0.002378725912
1.50002605     0.003614470363
1.50002625     0.004598641302
1.50002645     0.005628639366
1.50002665     0.005767127965
1.50002685     0.006331933197
1.50002705     0.006474950816
1.50002725     0.007005207241
1.50002745     0.007239545695
1.50002765     0.006905204151
1.50002785     0.006854409818
1.50002805     0.006185275968
1.50002825     0.006055281498
1.50002845     0.005304156803
1.50002865     0.004367204383
1.50002885     0.003375567496
1.50002905     0.002091765404
1.50002925     0.001795989228
1.50002945     0.001672809594
1.50002965     0.00240124017
1.50002985     0.002333612647
1.50003005     0.002584333997
1.50003025     0.002243013121
1.50003045     0.001656639157
1.50003065     0.001395345433
1.50003085     0.0008958640392
1.50003105     0.001406197669
1.50003125     0.001541032922
1.50003145     0.002087749541
1.50003165     0.001852957299
1.50003185     0.001995140687
1.50003205     0.002446659841
1.50003225     0.002954160329
1.50003245     0.004131005611
1.50003265     0.005179408472
1.50003285     0.007628893945
1.50003305     0.009772679769
1.50003325     0.01217331365
1.50003345     0.01321520843
1.50003365     0.01292160526
1.50003385     0.01199308969
1.50003405     0.01038645487
1.50003425     0.00929768756
1.50003445     0.007033286151
1.50003465     0.00490338821
1.50003485     0.003733754857
1.50003505     0.006579370238
1.50003525     0.009259924293
1.50003545     0.01157903858
1.50003565     0.01195710059
1.50003585     0.01139075495
1.50003605     0.0102649387
1.50003625     0.008632944897
1.50003645     0.007978631184
1.50003665     0.006882298738
1.50003685     0.006276677828
1.50003705     0.00529312063
1.50003725     0.004504348151
1.50003745     0.003975869622
1.50003765     0.003122508992
1.50003785     0.002994121984
1.50003805     0.003238912439
1.50003825     0.003431519493
1.50003845     0.004239737988
1.50003865     0.004490042571
1.50003885     0.004907446448
1.50003905     0.005390701815
1.50003925     0.005159779452
1.50003945     0.00524622947
1.50003965     0.004572385922
1.50003985     0.004486113321
1.50004005     0.003850424895
1.50004025     0.003176521277
1.50004045     0.002657622099
1.50004065     0.002112718532
1.50004085     0.00237141503
1.50004105     0.002704120474
1.50004125     0.002720276359
1.50004145     0.003327756189
1.50004165     0.003235419281
1.50004185     0.003490259405
1.50004205     0.003192681354
1.50004225     0.003584520891
1.50004245     0.004217918031
1.50004265     0.005527132191
1.50004285     0.006779015996
1.50004305     0.00742870057
1.50004325     0.007716621738
1.50004345     0.006859878078
1.50004365     0.006261848379
1.50004385     0.005508387927
1.50004405     0.006233020686
1.50004425     0.0071280431
1.50004445     0.008268979378
1.50004465     0.008737863041
1.50004485     0.008352039382
1.50004505     0.008049118333
1.50004525     0.007152297534
1.50004545     0.006886559073
1.50004565     0.005706177559
1.50004585     0.004197280388
1.50004605     0.002480657073
1.50004625     0.001618916984
1.50004645     0.00292333914
1.50004665     0.004576028325
1.50004685     0.005046358798
1.50004705     0.005123180803
1.50004725     0.005126914009
1.50004745     0.004673738498
1.50004765     0.004816967528
1.50004785     0.004090666771
1.50004805     0.003727328964
1.50004825     0.002927859314
1.50004845     0.002967731562
1.50004865     0.003600490978
1.50004885     0.004903714173
1.50004905     0.006015676074
1.50004925     0.006118552294
1.50004945     0.006144932006
1.50004965     0.005083416123
1.50004985     0.004111978225
1.50005005     0.003800065722
1.50005025     0.003260928206
1.50005045     0.002931873314
1.50005065     0.002641503233
1.50005085     0.002615192672
1.50005105     0.003602552926
1.50005125     0.00452074036
1.50005145     0.005884534679
1.50005165     0.006454825401
1.50005185     0.007531113457
1.50005205     0.008095022291
1.50005225     0.008807854727
1.50005245     0.008654723875
1.50005265     0.007503813133
1.50005285     0.006042993627
1.50005305     0.003708756063
1.50005325     0.002451618202
1.50005345     0.001734300051
1.50005365     0.002316655824
1.50005385     0.002053018659
1.50005405     0.001653328887
1.50005425     0.0009747317526
1.50005445     0.001571129076
1.50005465     0.002934074029
1.50005485     0.004556749482
1.50005505     0.005005536135
1.50005525     0.005218808074
1.50005545     0.00467319414
1.50005565     0.003335946705
1.50005585     0.00244678813
1.50005605     0.001083146199
1.50005625     0.0004794508859
1.50005645     0.0008024846902
1.50005665     0.002624352695
1.50005685     0.004519999493
1.50005705     0.007238889113
1.50005725     0.009101651609
1.50005745     0.01042342093
1.50005765     0.0108486861
1.50005785     0.01026794314
1.50005805     0.01001701597
1.50005825     0.009126059711
1.50005845     0.008733560331
1.50005865     0.007371073589
1.50005885     0.006262659095
1.50005905     0.005042541306
1.50005925     0.004545058124
1.50005945     0.004275670275
1.50005965     0.003890268272
1.50005985     0.003317811061
1.50006005     0.001938131056
1.50006025     0.001022955752
1.50006045     0.001246097032
1.50006065     0.002112987684
1.50006085     0.002629038179
1.50006105     0.003329934552
1.50006125     0.003641068703
1.50006145     0.004678412806
1.50006165     0.004988194909
1.50006185     0.005206791218
1.50006205     0.004701119382
1.50006225     0.003444737289
1.50006245     0.002556472318
1.50006265     0.00120868301
1.50006285     0.0006849542842
1.50006305     0.0004668251495
1.50006325     0.0001923291275
1.50006345     0.0005966367899
1.50006365     0.000502222043
1.50006385     0.0008015075
1.50006405     0.0009183716029
1.50006425     0.0009675564361
1.50006445     0.001338689704
1.50006465     0.001291689812
1.50006485     0.001898469753
1.50006505     0.001788909663
1.50006525     0.002028978895
1.50006545     0.001709509408
1.50006565     0.001577492571
1.50006585     0.001823364524
1.50006605     0.002680912148
1.50006625     0.003695779014
1.50006645     0.004042885266
1.50006665     0.004783278797
1.50006685     0.004664257169
1.50006705     0.004857470747
1.50006725     0.005021311808
1.50006745     0.005117669702
1.50006765     0.005511884112
1.50006785     0.00482428167
1.50006805     0.004264920484
1.50006825     0.003071245505
1.50006845     0.002067107474
1.50006865     0.001464906847
1.50006885     0.0006882571615
1.50006905     0.0008771448047
1.50006925     0.001342157368
1.50006945     0.001728545292
1.50006965     0.002673601499
1.50006985     0.003093767213
1.50007005     0.004161639605
1.50007025     0.004731894936
1.50007045     0.00594096072
1.50007065     0.006534392014
1.50007085     0.006819178816
1.50007105     0.006550423335
1.50007125     0.005461168475
1.50007145     0.004974610638
1.50007165     0.003957787063
1.50007185     0.003678604029
1.50007205     0.003038266907
1.50007225     0.002670418471
1.50007245     0.002637300175
1.50007265     0.002382566221
1.50007285     0.002900388557
1.50007305     0.003197298851
1.50007325     0.003474021563
1.50007345     0.004176530056
1.50007365     0.004063844681
1.50007385     0.004724591039
1.50007405     0.00470926566
1.50007425     0.004954426084
1.50007445     0.004976401571
1.50007465     0.006767970044
1.50007485     0.01031624619
1.50007505     0.01476150658
1.50007525     0.01835278235
1.50007545     0.0196147114
1.50007565     0.01901410706
1.50007585     0.01599126495
1.50007605     0.01288723107
1.50007625     0.01014782302
1.50007645     0.008697831072
1.50007665     0.007941520773
1.50007685     0.007070608437
1.50007705     0.006608406082
1.50007725     0.005461684894
1.50007745     0.004887755029
1.50007765     0.003728473093
1.50007785     0.003086234909
1.50007805     0.002105392283
1.50007825     0.001088095014
1.50007845     0.0005450993194
1.50007865     0.0008963871514
1.50007885     0.00106186152
1.50007905     0.00168510573
1.50007925     0.003034411231
1.50007945     0.004222290125
1.50007965     0.005704890937
1.50007985     0.006840552669
1.50008005     0.00746126892
1.50008025     0.008594064973
1.50008045     0.009173053317
1.50008065     0.009986490943
1.50008085     0.009902733378
1.50008105     0.009527948685
1.50008125     0.009472975507
1.50008145     0.009058637545
1.50008165     0.009136077948
1.50008185     0.008159175515
1.50008205     0.006948500872
1.50008225     0.005574286915
1.50008245     0.003658591304
1.50008265     0.002476672642
1.50008285     0.001312576933
1.50008305     0.0009955802234
1.50008325     0.001041819109
1.50008345     0.001099394984
1.50008365     0.001817042707
1.50008385     0.002418070566
1.50008405     0.00349032972
1.50008425     0.004505394492
1.50008445     0.004715957213
1.50008465     0.00521960156
1.50008485     0.00492104236
1.50008505     0.005143717863
1.50008525     0.005516832229
1.50008545     0.006611283869
1.50008565     0.007993160747
1.50008585     0.008793492801
1.50008605     0.009624625556
1.50008625     0.009257320315
1.50008645     0.009309148416
1.50008665     0.009163067676
1.50008685     0.009416885674
1.50008705     0.009601127356
1.50008725     0.008718218654
1.50008745     0.007883686572
1.50008765     0.006458681077
1.50008785     0.005746024661
1.50008805     0.005162626039
1.50008825     0.004893338773
1.50008845     0.005066219252
1.50008865     0.004921616055
1.50008885     0.005438019987
1.50008905     0.005380186718
1.50008925     0.005282340571
1.50008945     0.00520789763
1.50008965     0.004536146764
1.50008985     0.004642911721
1.50009005     0.004410987254
1.50009025     0.004357964732
1.50009045     0.004166935571
1.50009065     0.003189862939
1.50009085     0.002555546816
1.50009105     0.001555188559
1.50009125     0.000784129661
1.50009145     0.001325430814
1.50009165     0.002170618158
1.50009185     0.003114566207
1.50009205     0.004189996049
1.50009225     0.004270487465
1.50009245     0.004619130865
1.50009265     0.004444221035
1.50009285     0.004563640337
1.50009305     0.004796491936
1.50009325     0.004508181941
1.50009345     0.004558532499
1.50009365     0.003854146227
1.50009385     0.003375391709
1.50009405     0.002981059486
1.50009425     0.00230534235
1.50009445     0.002051644959
1.50009465     0.001138477004
1.50009485     0.0003761660773
1.50009505     0.001124098198
1.50009525     0.002458178671
1.50009545     0.00322857569
1.50009565     0.004230839666
1.50009585     0.004434708506
1.50009605     0.004110340029
1.50009625     0.004047946073
1.50009645     0.003469022689
1.50009665     0.003388478421
1.50009685     0.002583936788
1.50009705     0.001549284789
1.50009725     0.0009983725613
1.50009745     0.00155170646
1.50009765     0.002206043573
1.50009785     0.003156283638
1.50009805     0.003392959479
1.50009825     0.003995682579
1.50009845     0.004560096189
1.50009865     0.004503808916
1.50009885     0.004412271548
1.50009905     0.003666299861
1.50009925     0.003524959786
1.50009945     0.004623274785
1.50009965     0.005335534457
1.50009985     0.005987857468
1.50010005     0.006872728467
1.50010025     0.00733266538
1.50010045     0.00807376951
1.50010065     0.00741864508
1.50010085     0.006558776833
1.50010105     0.005439470522
1.50010125     0.004437604919
1.50010145     0.004803245887
1.50010165     0.005711897742
1.50010185     0.00725330459
1.50010205     0.008971064351
1.50010225     0.009210610762
1.50010245     0.009091523476
1.50010265     0.008351619355
1.50010285     0.007662453223
1.50010305     0.007474138867
1.50010325     0.006623733323
1.50010345     0.006022840738
1.50010365     0.005119335372
1.50010385     0.003992658108
1.50010405     0.003228201298
1.50010425     0.00172433944
1.50010445     0.001384887146
1.50010465     0.002450940898
1.50010485     0.004390662536
1.50010505     0.00539642293
1.50010525     0.005928758997
1.50010545     0.006058822386
1.50010565     0.005467554554
1.50010585     0.005422757939
1.50010605     0.004740578588
1.50010625     0.004719028249
1.50010645     0.004069502931
1.50010665     0.003869261825
1.50010685     0.00327302888
1.50010705     0.002398968209
1.50010725     0.001742688939
1.50010745     0.0006536272704
1.50010765     0.0004508242127
1.50010785     0.0007625105209
1.50010805     0.001244416111
1.50010825     0.001838903641
1.50010845     0.002339383587
1.50010865     0.002262958558
1.50010885     0.002337026875
1.50010905     0.001538512181
1.50010925     0.001200410887
1.50010945     0.0005670304527
1.50010965     0.001296985894
1.50010985     0.001956323162
1.50011005     0.00389265269
1.50011025     0.005543864332
1.50011045     0.007616617251
1.50011065     0.008754788898
1.50011085     0.008750253357
1.50011105     0.00807562843
1.50011125     0.006275579799
1.50011145     0.005050951615
1.50011165     0.003600609722
1.50011185     0.002960244659
1.50011205     0.004565077368
1.50011225     0.006992442999
1.50011245     0.009169925936
1.50011265     0.01053596009
1.50011285     0.009926489554
1.50011305     0.008454303257
1.50011325     0.006496703252
1.50011345     0.004407070111
1.50011365     0.003416530788
1.50011385     0.002195357112
1.50011405     0.001808978035
1.50011425     0.0009629630949
1.50011445     0.0004796796129
1.50011465     0.0009880881989
1.50011485     0.002155121649
1.50011505     0.003689230187
1.50011525     0.00590429455
1.50011545     0.008619833738
1.50011565     0.01306421869
1.50011585     0.01725870185
1.50011605     0.02104184404
1.50011625     0.02273813821
1.50011645     0.02251115814
1.50011665     0.02164312638
1.50011685     0.02023220621
1.50011705     0.01930192485
1.50011725     0.01675266586
1.50011745     0.01307274308
1.50011765     0.008288818412
1.50011785     0.003134589642
1.50011805     0.002171423053
1.50011825     0.004836283159
1.50011845     0.005894009955
1.50011865     0.005651279353
1.50011885     0.004825720564
1.50011905     0.00303064636
1.50011925     0.001889917068
1.50011945     0.000904507353
1.50011965     0.000400477089
1.50011985     0.0009685190744
1.50012005     0.001231120899
1.50012025     0.001577754971
1.50012045     0.001628912636
1.50012065     0.001909132698
1.50012085     0.003152265679
1.50012105     0.004891313612
1.50012125     0.007273945026
1.50012145     0.008596383967
1.50012165     0.009596464224
1.50012185     0.009243051521
1.50012205     0.00816847384
1.50012225     0.007394639309
1.50012245     0.006525838282
1.50012265     0.006821352988
1.50012285     0.00736304326
1.50012305     0.007677306421
1.50012325     0.00774217397
1.50012345     0.006244904827
1.50012365     0.00451897271
1.50012385     0.002293889411
1.50012405     0.002045603702
1.50012425     0.003122339724
1.50012445     0.00486339163
1.50012465     0.006357198115
1.50012485     0.008423037827
1.50012505     0.01033009402
1.50012525     0.01116726361
1.50012545     0.01108245365
1.50012565     0.008969452232
1.50012585     0.006422828883
1.50012605     0.003480340354
1.50012625     0.001242620172
1.50012645     0.0006645510439
1.50012665     0.0008545508026
1.50012685     0.000313228491
1.50012705     0.001080807298
1.50012725     0.002234536223
1.50012745     0.003641276853
1.50012765     0.003922682256
1.50012785     0.004011912271
1.50012805     0.00289344159
1.50012825     0.001324660261
1.50012845     0.0005191244418
1.50012865     0.002398915822
1.50012885     0.003281419165
1.50012905     0.00410453463
1.50012925     0.004284072202
1.50012945     0.004359655548
1.50012965     0.004392527975
1.50012985     0.003459795378
1.50013005     0.002455731621
1.50013025     0.0005061834818
1.50013045     0.001227144385
1.50013065     0.002836453263
1.50013085     0.004147706553
1.50013105     0.00529435277
1.50013125     0.006872374564
1.50013145     0.007698685862
1.50013165     0.008352546021
1.50013185     0.007820727304
1.50013205     0.007222345565
1.50013225     0.006580074783
1.50013245     0.006189643871
1.50013265     0.006706665736
1.50013285     0.007031302899
1.50013305     0.008063273504
1.50013325     0.008466925472
1.50013345     0.00949435588
1.50013365     0.01049061678
1.50013385     0.01186468825
1.50013405     0.0128985215
1.50013425     0.01246815268
1.50013445     0.01123944949
1.50013465     0.008394382894
1.50013485     0.005513521843
1.50013505     0.003102879506
1.50013525     0.001055459143
1.50013545     0.0007539599319
1.50013565     0.001352103427
1.50013585     0.001590223401
1.50013605     0.002401689533
1.50013625     0.002667108085
1.50013645     0.003376806388
1.50013665     0.003832707647
1.50013685     0.00403114967
1.50013705     0.004023530055
1.50013725     0.003298305674
1.50013745     0.003075393382
1.50013765     0.002653660718
1.50013785     0.003228554269
1.50013805     0.003305085702
1.50013825     0.003752329154
1.50013845     0.003079414368
1.50013865     0.00228150608
1.50013885     0.001026770216
1.50013905     0.0007051370339
1.50013925     0.001484405599
1.50013945     0.003164062276
1.50013965     0.004549210425
1.50013985     0.006609714124
1.50014005     0.007742452901
1.50014025     0.008237843402
1.50014045     0.008018077351
1.50014065     0.006971549243
1.50014085     0.006501617841
1.50014105     0.005343939178
1.50014125     0.004276057705
1.50014145     0.002734338399
1.50014165     0.00147031364
1.50014185     0.002385254717
1.50014205     0.003535621334
1.50014225     0.003868584055
1.50014245     0.004519566894
1.50014265     0.004732068628
1.50014285     0.005165783688
1.50014305     0.005296223331
1.50014325     0.004749496467
1.50014345     0.004253806081
1.50014365     0.002969864523
1.50014385     0.00257337885
1.50014405     0.002460261341
1.50014425     0.003199474188
1.50014445     0.003568157787
1.50014465     0.003757554572
1.50014485     0.003870629938
1.50014505     0.003540536622
1.50014525     0.003690384096
1.50014545     0.003265567124
1.50014565     0.003275253344
1.50014585     0.00266239699
1.50014605     0.001986458432
1.50014625     0.00152087817
1.50014645     0.0007297869306
1.50014665     0.000747431186
1.50014685     0.0006991068367
1.50014705     0.001162404194
1.50014725     0.001295963768
1.50014745     0.001813019975
1.50014765     0.001653026673
1.50014785     0.001890548738
1.50014805     0.001396540669
1.50014825     0.00178079505
1.50014845     0.002346080728
1.50014865     0.004053774755
1.50014885     0.005224832799
1.50014905     0.006336916704
1.50014925     0.007024102844
1.50014945     0.006685908884
1.50014965     0.006616222207
1.50014985     0.006109833717
1.50015005     0.006053323392
1.50015025     0.006331867073
1.50015045     0.006076434162
1.50015065     0.006237615831
1.50015085     0.005890386645
1.50015105     0.005723559763
1.50015125     0.00614991039
1.50015145     0.006236887071
1.50015165     0.006881869864
1.50015185     0.006370797753
1.50015205     0.00537904771
1.50015225     0.003917009104
1.50015245     0.002390165813
1.50015265     0.002139068907
1.50015285     0.00232090964
1.50015305     0.00264563947
1.50015325     0.002497292589
1.50015345     0.002737395465
1.50015365     0.002427002648
1.50015385     0.002520015463
1.50015405     0.001660049777
1.50015425     0.000664559193
1.50015445     0.0008107216563
1.50015465     0.003017831128
1.50015485     0.004778022412
1.50015505     0.006861654576
1.50015525     0.008302078582
1.50015545     0.009223098867
1.50015565     0.01059289649
1.50015585     0.01137629524
1.50015605     0.01300118864
1.50015625     0.01433754154
1.50015645     0.01572023705
1.50015665     0.01731179841
1.50015685     0.01879709773
1.50015705     0.02018798888
1.50015725     0.0196052473
1.50015745     0.01777274348
1.50015765     0.01401858218
1.50015785     0.01013762597
1.50015805     0.006970308255
1.50015825     0.004329995252
1.50015845     0.002662338084
1.50015865     0.002585631562
1.50015885     0.00424349308
1.50015905     0.005666756537
1.50015925     0.006147366948
1.50015945     0.004954899661
1.50015965     0.003369580023
1.50015985     0.0007186256116
1.50016005     0.001491588075
1.50016025     0.003068785183
1.50016045     0.003926740494
1.50016065     0.003034605877
1.50016085     0.001814441988
1.50016105     0.0005555479438
1.50016125     0.003026349237
1.50016145     0.004714698996
1.50016165     0.006349691655
1.50016185     0.006583347917
1.50016205     0.006484674755
1.50016225     0.005882670172
1.50016245     0.005129944999
1.50016265     0.00511316536
1.50016285     0.005239077378
1.50016305     0.006394912954
1.50016325     0.006829690188
1.50016345     0.007376819383
1.50016365     0.006902398542
1.50016385     0.006196354516
1.50016405     0.005620600656
1.50016425     0.004673462361
1.50016445     0.003991603851
1.50016465     0.002356091049
1.50016485     0.001131244702
1.50016505     0.002391082933
1.50016525     0.003814380383
1.50016545     0.004620758351
1.50016565     0.005358544178
1.50016585     0.005254445132
1.50016605     0.005816602148
1.50016625     0.005817468744
1.50016645     0.006158382166
1.50016665     0.006284805946
1.50016685     0.006481835619
1.50016705     0.006725975312
1.50016725     0.006456960924
1.50016745     0.006594751962
1.50016765     0.006147438195
1.50016785     0.00628818851
1.50016805     0.005930784158
1.50016825     0.005894764792
1.50016845     0.005820002407
1.50016865     0.005662668962
1.50016885     0.005969285034
1.50016905     0.005766006187
1.50016925     0.006404630374
1.50016945     0.006716315169
1.50016965     0.007140643895
1.50016985     0.00728983758
1.50017005     0.006552110426
1.50017025     0.006047819275
1.50017045     0.004944289569
1.50017065     0.004293307196
1.50017085     0.003883985803
1.50017105     0.003186376067
1.50017125     0.003443524009
1.50017145     0.004296745639
1.50017165     0.004954030737
1.50017185     0.005773435812
1.50017205     0.005649137311
1.50017225     0.004895571154
1.50017245     0.004455113783
1.50017265     0.003531784751
1.50017285     0.003340645228
1.50017305     0.002871256322
1.50017325     0.002516777953
1.50017345     0.002146298764
1.50017365     0.001476429868
1.50017385     0.001799782156
1.50017405     0.002303075977
1.50017425     0.003765299218
1.50017445     0.004492522683
1.50017465     0.00517292833
1.50017485     0.00524677569
1.50017505     0.004700367805
1.50017525     0.004783779383
1.50017545     0.004427413456
1.50017565     0.004895286635
1.50017585     0.005193192977
1.50017605     0.005254242569
1.50017625     0.005725771654
1.50017645     0.005656606983
1.50017665     0.006189933047
1.50017685     0.00662667444
1.50017705     0.006692261901
1.50017725     0.006676411722
1.50017745     0.005606801249
1.50017765     0.00509607885
1.50017785     0.004371548072
1.50017805     0.004569980316
1.50017825     0.004686099943
1.50017845     0.004915254191
1.50017865     0.004848654848
1.50017885     0.003969440702
1.50017905     0.003320108633
1.50017925     0.002049668226
1.50017945     0.00151932158
1.50017965     0.001285896171
1.50017985     0.001047642552
1.50018005     0.001417651889
1.50018025     0.001270555309
1.50018045     0.0007481868961
1.50018065     0.001352406573
1.50018085     0.002676257864
1.50018105     0.003542797174
1.50018125     0.004600483458
1.50018145     0.0049457727
1.50018165     0.004768957384
1.50018185     0.004917409737
1.50018205     0.004693961702
1.50018225     0.005303384271
1.50018245     0.005731245037
1.50018265     0.005853423383
1.50018285     0.00614769198
1.50018305     0.005562942475
1.50018325     0.005527011119
1.50018345     0.005592439324
1.50018365     0.005728553981
1.50018385     0.006281012669
1.50018405     0.005952257197
1.50018425     0.005793535616
1.50018445     0.00504395226
1.50018465     0.004602112342
1.50018485     0.004539842717
1.50018505     0.004614939447
1.50018525     0.004963041283
1.50018545     0.004337246064
1.50018565     0.003966158256
1.50018585     0.002550744917
1.50018605     0.001830117195
1.50018625     0.00135259307
1.50018645     0.002363464562
1.50018665     0.003051558277
1.50018685     0.003884353442
1.50018705     0.004518081434
1.50018725     0.004372882191
1.50018745     0.004311013035
1.50018765     0.00353107322
1.50018785     0.003015812952
1.50018805     0.002164984588
1.50018825     0.0008918871754
1.50018845     0.0007101509837
1.50018865     0.003237939905
1.50018885     0.005058790557
1.50018905     0.00668484671
1.50018925     0.007237400394
1.50018945     0.006706099026
1.50018965     0.006194105372
1.50018985     0.005169493146
1.50019005     0.004859117325
1.50019025     0.004522245843
1.50019045     0.004274067469
1.50019065     0.004870818928
1.50019085     0.005080443341
1.50019105     0.004694610834
1.50019125     0.004178893287
1.50019145     0.002829970792
1.50019165     0.001806918066
1.50019185     0.001532409573
1.50019205     0.001443874207
1.50019225     0.002096382901
1.50019245     0.002914417768
1.50019265     0.003111040918
1.50019285     0.003360865405
1.50019305     0.002467442304
1.50019325     0.001455901191
1.50019345     0.000836141
1.50019365     0.002535841428
1.50019385     0.003510716138
1.50019405     0.004483529832
1.50019425     0.00448963372
1.50019445     0.003829346038
1.50019465     0.00327096018
1.50019485     0.002817662433
1.50019505     0.003645407269
1.50019525     0.004086759407
1.50019545     0.004669306334
1.50019565     0.003841875587
1.50019585     0.0031830566
1.50019605     0.001639434951
1.50019625     0.000173778928
1.50019645     0.002755765337
1.50019665     0.006715909112
1.50019685     0.01085560489
1.50019705     0.01485378016
1.50019725     0.01663435437
1.50019745     0.01708280295
1.50019765     0.01585169137
1.50019785     0.01437691785
1.50019805     0.01320123393
1.50019825     0.01131692715
1.50019845     0.009108758532
1.50019865     0.005495067686
1.50019885     0.00299233431
1.50019905     0.003636070527
1.50019925     0.006235824898
1.50019945     0.007215055637
1.50019965     0.007516128011
1.50019985     0.006605735514
1.50020005     0.005023732316
1.50020025     0.00386756775
1.50020045     0.002352468902
1.50020065     0.001866549836
1.50020085     0.001087426557
1.50020105     0.0007144967094
1.50020125     0.001030700631
1.50020145     0.001204331988
1.50020165     0.001918743365
1.50020185     0.002342008287
1.50020205     0.002671024995
1.50020225     0.003406330245
1.50020245     0.003639389295
1.50020265     0.004436966497
1.50020285     0.004299213178
1.50020305     0.004325204995
1.50020325     0.004213747568
1.50020345     0.003956219647
1.50020365     0.00443163095
1.50020385     0.004386929329
1.50020405     0.00472858455
1.50020425     0.005032167304
1.50020445     0.004666028544
1.50020465     0.004519553855
1.50020485     0.003490395844
1.50020505     0.003023237921
1.50020525     0.002815405605
1.50020545     0.003349894658
1.50020565     0.003657389199
1.50020585     0.003858041484
1.50020605     0.003848270746
1.50020625     0.003407140262
1.50020645     0.003273886861
1.50020665     0.002413533162
1.50020685     0.002082788385
1.50020705     0.001393871265
1.50020725     0.002066043438
1.50020745     0.002483048476
1.50020765     0.003197145881
1.50020785     0.002805078868
1.50020805     0.002333596116
1.50020825     0.001639837981
1.50020845     0.000737438153
1.50020865     0.0007754468825
1.50020885     0.0008996452671
1.50020905     0.0003747418523
1.50020925     0.0007121865638
1.50020945     0.001213688054
1.50020965     0.002364847576
1.50020985     0.002740659518
1.50021005     0.003326234641
1.50021025     0.003000675002
1.50021045     0.002363548614
1.50021065     0.001666038996
1.50021085     0.0007257463876
1.50021105     0.000599534018
1.50021125     0.001683159149
1.50021145     0.002676446456
1.50021165     0.004091795534
1.50021185     0.005087174941
1.50021205     0.005532515701
1.50021225     0.006075442769
1.50021245     0.005971250124
1.50021265     0.006458839402
1.50021285     0.006208499894
1.50021305     0.005904898979
1.50021325     0.005323241465
1.50021345     0.004484960344
1.50021365     0.004245484248
1.50021385     0.003766665701
1.50021405     0.004245141521
1.50021425     0.004252669401
