# X         A1         A2
  1.50003705         0.05761760846          0.03979024291
  1.50003725         0.04903152585          0.03779809177
  1.50003745         0.04327871278          0.02766529284
  1.50003765         0.03398960456          0.01530445181
  1.50003785         0.03259207681          0.009026071057
  1.50003805         0.03525676578          0.008316304535
  1.50003825         0.03735338151          0.01382052153
  1.50003845         0.04615110159          0.02685190551
  1.50003865         0.04887576774          0.03414093331
  1.50003885         0.05341938511          0.04344993457
  1.50003905         0.05867982283          0.04456944019
  1.50003925         0.05616607144          0.03780672699
  1.50003945         0.05710712075          0.03205304965
  1.50003965         0.04977206141          0.0192986317
  1.50003985         0.04883296415          0.01554752793
  1.50004005         0.04191340506          0.01484669
  1.50004025         0.03457766771          0.02283022925
  1.50004045         0.02892915532          0.02846476622
  1.50004065         0.02299769409          0.03301273659
  1.50004085         0.02581376582          0.03842125461
  1.50004105         0.02943530492          0.0352461189
  1.50004125         0.0296111498          0.03329445049
  1.50004145         0.03622379526          0.02677644417
  1.50004165         0.03521870822          0.01676638052
  1.50004185         0.03799270838          0.01245988067
  1.50004205         0.03475360572          0.009194600396
  1.50004225         0.03901890293          0.01782943122
  1.50004245         0.04591370746          0.02042838931
  1.50004265         0.06016479433          0.02568808012
  1.50004285         0.0737920776          0.02410984226
  1.50004305         0.08086396009          0.02325245366
  1.50004325         0.08399827778          0.02256927639
  1.50004345         0.07467238605          0.01985941269
  1.50004365         0.06816250831          0.01972805895
  1.50004385         0.05996076763          0.01118177548
  1.50004405         0.0678486824          0.006345625501
  1.50004425         0.07759143412          0.009214838035
  1.50004445         0.09001081437          0.02395023406
  1.50004465         0.09511506557          0.03349319845
  1.50004485         0.09091500193          0.04568834975
  1.50004505         0.08761751652          0.04752709717
  1.50004525         0.0778555423          0.04693923891
  1.50004545         0.07496268302          0.04284948856
  1.50004565         0.06211360171          0.03297231346
  1.50004585         0.04568901286          0.0294056274
  1.50004605         0.0270029176          0.02048186958
  1.50004625         0.01762246527          0.01442284044
  1.50004645         0.03182155639          0.008637191728
  1.50004665         0.0498117283          0.01257417165
  1.50004685         0.05493149534          0.02236448787
  1.50004705         0.05576776713          0.03496557102
  1.50004725         0.05580849573          0.03802505136
  1.50004745         0.05087541044          0.03809031099
  1.50004765         0.05243452266          0.03457755968
  1.50004785         0.04452839121          0.02312209271
  1.50004805         0.04057347029          0.01706308499
  1.50004825         0.03187079355          0.008757078089
  1.50004845         0.03230491653          0.007633809466
  1.50004865         0.03919277713          0.004005241673
  1.50004885         0.05337863043          0.005501782056
  1.50004905         0.06548279524          0.006188541185
  1.50004925         0.06660287082          0.01185638737
  1.50004945         0.06688965112          0.01258679479
  1.50004965         0.05533480272          0.01174676884
  1.50004985         0.04476042837          0.01246918365
  1.50005005         0.041365318          0.009554597549
  1.50005025         0.03549651429          0.01438093372
  1.50005045         0.03191449866          0.01591554098
  1.50005065         0.02875370719          0.02009088919
  1.50005085         0.02846725099          0.02742333896
  1.50005105         0.03921514004          0.02795526944
  1.50005125         0.04920994118          0.03049887531
  1.50005145         0.06405533105          0.0293487981
  1.50005165         0.07026316971          0.02831534855
  1.50005185         0.08197897673          0.03047356382
  1.50005205         0.08811734617          0.02587708086
  1.50005225         0.0958769545          0.02477740496
  1.50005245         0.09420984983          0.01704850607
  1.50005265         0.08168167621          0.01154386345
  1.50005285         0.06578017026          0.008451172151
  1.50005305         0.0403711237          0.003648448503
  1.50005325         0.02668676339          0.00571607193
  1.50005345         0.01887848414          0.002422514837
  1.50005365         0.02521759644          0.004856262356
  1.50005385         0.02234782465          0.005452895537
  1.50005405         0.01799711026          0.006842181087
  1.50005425         0.01061031129          0.0112680262
  1.50005445         0.01710231416          0.009391983971
  1.50005465         0.03193853423          0.01237877458
  1.50005485         0.04960196838          0.01116531342
  1.50005505         0.05448716879          0.01125019975
  1.50005525         0.05680857599          0.01420574822
  1.50005545         0.05086937174          0.01230856497
  1.50005565         0.03631300479          0.01497809868
  1.50005585         0.02663418651          0.01028850209
  1.50005605         0.01179045439          0.01149539277
  1.50005625         0.00521900272          0.009280051105
  1.50005645         0.00873535499          0.008475602604
  1.50005665         0.02856710926          0.008246802725
  1.50005685         0.04920179769          0.003651255509
  1.50005705         0.07879793644          0.008381954394
  1.50005725         0.09907458723          0.01529251877
  1.50005745         0.1134629995          0.02700491808
  1.50005765         0.1180920526          0.03046879359
  1.50005785         0.1117703989          0.03545184433
  1.50005805         0.1090387627          0.03299467638
  1.50005825         0.09934008121          0.02641449682
  1.50005845         0.09506809711          0.0231740959
  1.50005865         0.08023680747          0.01618626155
  1.50005885         0.06817132235          0.01644581929
  1.50005905         0.05488991365          0.01405172423
  1.50005925         0.04947476462          0.01204297878
  1.50005945         0.04654230177          0.01547920611
  1.50005965         0.04234701023          0.01400658116
  1.50005985         0.03611565754          0.01311495993
  1.50006005         0.02109728567          0.01376464311
  1.50006025         0.01113524288          0.01179329772
  1.50006045         0.0135642169          0.01385051105
  1.50006065         0.02300060727          0.008866316639
  1.50006085         0.0286180228          0.01030717883
  1.50006105         0.03624754399          0.007363792509
  1.50006125         0.03963431343          0.007714879233
  1.50006145         0.05092623457          0.00991133973
  1.50006165         0.05429836735          0.01082968805
  1.50006185         0.05667779967          0.01473561395
  1.50006205         0.05117330328          0.0195646733
  1.50006225         0.03749728948          0.01692803018
  1.50006245         0.02782810666          0.01635888591
  1.50006265         0.0131569691          0.01309210807
  1.50006285         0.007455988321          0.008320392109
  1.50006305         0.005081565119          0.008379231207
  1.50006325         0.002093571005          0.003757110797
  1.50006345         0.006494612899          0.004501231015
  1.50006365         0.005466883536          0.005233259872
  1.50006385         0.008724685758          0.01080045197
  1.50006405         0.009996812791          0.0123258438
  1.50006425         0.01053220779          0.01784290373
  1.50006445         0.01457211096          0.01611047611
  1.50006465         0.0140605038          0.01709152944
  1.50006485         0.0206655506          0.01442619786
  1.50006505         0.0194729846          0.01024932135
  1.50006525         0.02208623476          0.009145391174
  1.50006545         0.01860863902          0.01218184922
  1.50006565         0.0171716623          0.01842464693
  1.50006585         0.01984796487          0.02272563614
  1.50006605         0.02918268926          0.02880267426
  1.50006625         0.04022998363          0.03036088124
  1.50006645         0.04400817677          0.03728090227
  1.50006665         0.05206786469          0.03663052991
  1.50006685         0.05077220872          0.03622780368
  1.50006705         0.05287517235          0.03171290085
  1.50006725         0.05465886742          0.02216106281
  1.50006745         0.05570764467          0.01831434295
  1.50006765         0.05999888852          0.01069050282
  1.50006785         0.05251407623          0.009255179204
  1.50006805         0.04642529413          0.01010311022
  1.50006825         0.03343168646          0.013172145
  1.50006845         0.0225011874          0.01754194684
  1.50006865         0.01594606042          0.01625989191
  1.50006885         0.007491940167          0.01877414808
  1.50006905         0.009548016824          0.01526999753
  1.50006925         0.01460989937          0.01389797218
  1.50006945         0.01881589741          0.01678112336
  1.50006965         0.02910311148          0.01745495014
  1.50006985         0.03367685154          0.02517114766
  1.50007005         0.04530102015          0.03161711991
  1.50007025         0.05150855333          0.03509807959
  1.50007045         0.06466960907          0.04018934444
  1.50007065         0.0711292401          0.03653378412
  1.50007085         0.07422938943          0.03438431025
  1.50007105         0.0713037774          0.02861904912
  1.50007125         0.05944676697          0.02307903208
  1.50007145         0.05415036902          0.02096862718
  1.50007165         0.04308196902          0.01735549979
  1.50007185         0.04004297405          0.01954035461
  1.50007205         0.03307272121          0.01676335372
  1.50007225         0.02906851098          0.02129932679
  1.50007245         0.02870793454          0.02205458283
  1.50007265         0.02593505383          0.02923174948
  1.50007285         0.0315717943          0.03050608002
  1.50007305         0.03480383009          0.02930408157
  1.50007325         0.03781604022          0.02648224868
  1.50007345         0.04546307027          0.01413743105
  1.50007365         0.0442366153          0.01021673717
  1.50007385         0.05142892897          0.01240733359
  1.50007405         0.05126207694          0.0225918591
  1.50007425         0.05393073335          0.04323441163
  1.50007445         0.05417004973          0.05945580453
  1.50007465         0.07367175072          0.07992568612
  1.50007485         0.1122963205          0.1007607505
  1.50007505         0.1606850326          0.1246294528
  1.50007525         0.1997769326          0.147331655
  1.50007545         0.2135134637          0.1518663168
  1.50007565         0.2069759816          0.1431533843
  1.50007585         0.1740710586          0.1137450263
  1.50007605         0.140282467          0.07994613796
  1.50007625         0.1104626507          0.05221572891
  1.50007645         0.09467919171          0.04144955426
  1.50007665         0.08644641936          0.04316147417
  1.50007685         0.0769662559          0.04706006125
  1.50007705         0.07193496823          0.05590687692
  1.50007725         0.05945237353          0.06722912192
  1.50007745         0.05320513248          0.07945073396
  1.50007765         0.04058586434          0.07673684508
  1.50007785         0.03359476477          0.06942591816
  1.50007805         0.02291803621          0.05007080361
  1.50007825         0.01184432302          0.0287561845
  1.50007845         0.005933611188          0.01679260843
  1.50007865         0.009757490829          0.01435059216
  1.50007885         0.01155873947          0.01459293254
  1.50007905         0.01834300347          0.01596975513
  1.50007925         0.03303069249          0.01279681828
  1.50007945         0.04596117139          0.005910255946
  1.50007965         0.0620999299          0.00708085997
  1.50007985         0.07446186244          0.01243908238
  1.50008005         0.08121863008          0.01217871439
  1.50008025         0.09354932606          0.01145692449
  1.50008045         0.0998519659          0.008301901631
  1.50008065         0.1087064147          0.006373962853
  1.50008085         0.1077945083          0.01198693365
  1.50008105         0.1037153453          0.0214184355
  1.50008125         0.103116639          0.02438188903
  1.50008145         0.09860649705          0.0229246784
  1.50008165         0.09944945574          0.02331908979
  1.50008185         0.08881545812          0.0169005245
  1.50008205         0.07563703507          0.01606917568
  1.50008225         0.06067822501          0.01218586322
  1.50008245         0.03982514888          0.01134069543
  1.50008265         0.02695954405          0.01235030126
  1.50008285         0.01428795606          0.01312322915
  1.50008305         0.01083725411          0.01760784537
  1.50008325         0.0113405725          0.01487411093
  1.50008345         0.01196733676          0.01590500399
  1.50008365         0.01977914572          0.011764911
  1.50008385         0.02632152848          0.01025912911
  1.50008405         0.03799354285          0.01306946576
  1.50008425         0.04904298484          0.0126357954
  1.50008445         0.05133504421          0.01759048738
  1.50008465         0.05681736395          0.01866930351
  1.50008485         0.05356730521          0.01733358949
  1.50008505         0.05599122122          0.01809298247
  1.50008525         0.06005261093          0.0130875539
  1.50008545         0.07196642458          0.01556907967
  1.50008565         0.08700861037          0.0149041051
  1.50008585         0.09572052211          0.01808639243
  1.50008605         0.1047676653          0.02045244724
  1.50008625         0.1007694006          0.02046053112
  1.50008645         0.1013336182          0.02595443837
  1.50008665         0.09974327683          0.02584535256
  1.50008685         0.1025061905          0.03127383813
  1.50008705         0.1045119241          0.03109478764
  1.50008725         0.09490101039          0.03319442272
  1.50008745         0.08581662923          0.03379670903
  1.50008765         0.07030519098          0.03364973888
  1.50008785         0.06254746765          0.03887552395
  1.50008805         0.05619703233          0.038797535
  1.50008825         0.05326593295          0.04231952131
  1.50008845         0.05514768139          0.03890904039
  1.50008865         0.0535736531          0.03567423299
  1.50008885         0.05919473991          0.03404032812
  1.50008905         0.05856531486          0.02971879207
  1.50008925         0.0575003624          0.03242106736
  1.50008945         0.05669003725          0.02871507034
  1.50008965         0.04937755689          0.0265619643
  1.50008985         0.05053979158          0.02284232154
  1.50009005         0.04801516607          0.01703424193
  1.50009025         0.0474380888          0.01702182554
  1.50009045         0.04535860196          0.01287984941
  1.50009065         0.03472282737          0.01441172976
  1.50009085         0.02781813405          0.009864808992
  1.50009105         0.01692877151          0.01161725167
  1.50009125         0.008535554633          0.0119984271
  1.50009145         0.01442784443          0.01639318094
  1.50009165         0.02362796105          0.01830302551
  1.50009185         0.03390312195          0.01783123426
  1.50009205         0.04560948536          0.02048821002
  1.50009225         0.04648584127          0.01693839766
  1.50009245         0.05028085411          0.01898926124
  1.50009265         0.04837698117          0.01626862399
  1.50009285         0.04967678711          0.01655999199
  1.50009305         0.0522117056          0.01763543487
  1.50009325         0.0490732789          0.02119027451
  1.50009345         0.04962131754          0.02721022628
  1.50009365         0.04195374995          0.02743279748
  1.50009385         0.0367423892          0.03001251258
  1.50009405         0.03245002404          0.02425298654
  1.50009425         0.02509454824          0.02418185771
  1.50009445         0.02233287878          0.02257744595
  1.50009465         0.01239272393          0.02431197837
  1.50009485         0.004094699863          0.02672286145
  1.50009505         0.01223620307          0.0272476133
  1.50009525         0.02675823122          0.03208969906
  1.50009545         0.03514422104          0.0320051983
  1.50009565         0.04605424404          0.03793014213
  1.50009585         0.04827347398          0.03778887168
  1.50009605         0.04474243522          0.03955676407
  1.50009625         0.04406316206          0.03717819974
  1.50009645         0.03776166588          0.02876648307
  1.50009665         0.0368848145          0.02228238061
  1.50009685         0.028127186          0.01260443032
  1.50009705         0.01686455496          0.01208162401
  1.50009725         0.01086767763          0.02089574374
  1.50009745         0.0168909058          0.02511135675
  1.50009765         0.02401361428          0.02872098982
  1.50009785         0.03435726091          0.0342906341
  1.50009805         0.03693366423          0.03490692377
  1.50009825         0.04349455237          0.0383669138
  1.50009845         0.04963838682          0.03279620409
  1.50009865         0.04902555048          0.02868148126
  1.50009885         0.04802921787          0.02110569365
  1.50009905         0.03990893066          0.01254606806
  1.50009925         0.03837055713          0.008504180238
  1.50009945         0.05032602698          0.009355618618
  1.50009965         0.05807920173          0.01565138623
  1.50009985         0.06518016011          0.02618485503
  1.50010005         0.07481218874          0.02926542424
  1.50010025         0.07981883734          0.034711238
  1.50010045         0.0878860727          0.03634519503
  1.50010065         0.08075454086          0.03571797162
  1.50010085         0.07139456272          0.0347658135
  1.50010105         0.05921048671          0.02517499588
  1.50010125         0.04830513895          0.01871474646
  1.50010145         0.05228513852          0.01793290116
  1.50010165         0.06217628717          0.0213212017
  1.50010185         0.07895481586          0.02761956863
  1.50010205         0.09765339643          0.03065493517
  1.50010225         0.1002607346          0.02853612043
  1.50010245         0.09896469861          0.03116705455
  1.50010265         0.09091065824          0.02691440471
  1.50010285         0.08340858668          0.02590228058
  1.50010305         0.08135873824          0.01848971657
  1.50010325         0.07210192084          0.009861268103
  1.50010345         0.06556074321          0.005315810908
  1.50010365         0.05572583154          0.0118873762
  1.50010385         0.04346166924          0.0182491336
  1.50010405         0.03514014184          0.02118710987
  1.50010425         0.01877010614          0.02616710216
  1.50010445         0.01507497579          0.02353435569
  1.50010465         0.02667937987          0.02277279831
  1.50010485         0.04779399931          0.02168778144
  1.50010505         0.05874202028          0.01844735444
  1.50010525         0.06453679502          0.02182381228
  1.50010545         0.06595242023          0.01951545849
  1.50010565         0.05951632932          0.02027131431
  1.50010585         0.05902864411          0.0194572676
  1.50010605         0.05160303786          0.01820055768
  1.50010625         0.05136826262          0.02159081213
  1.50010645         0.04429809004          0.0190208219
  1.50010665         0.04211848229          0.02104857937
  1.50010685         0.0356281586          0.01665409841
  1.50010705         0.02611370943          0.01396212447
  1.50010725         0.01896982826          0.01403501164
  1.50010745         0.007114976645          0.01209483761
  1.50010765         0.004907392897          0.01622778177
  1.50010785         0.008300218731          0.01522060484
  1.50010805         0.01354590524          0.01568707824
  1.50010825         0.02001711354          0.01697813347
  1.50010845         0.02546509169          0.01438145246
  1.50010865         0.0246331878          0.01784968935
  1.50010885         0.02543942258          0.01411234215
  1.50010905         0.01674728841          0.0133418804
  1.50010925         0.01306689996          0.007899786346
  1.50010945         0.006172341295          0.005910965614
  1.50010965         0.01411814801          0.008912677877
  1.50010985         0.02129530348          0.01534529217
  1.50011005         0.04237291962          0.02002574317
  1.50011025         0.06034687907          0.02029884048
  1.50011045         0.08290985972          0.02537128702
  1.50011065         0.09529913217          0.02621984854
  1.50011085         0.09524964541          0.03395423666
  1.50011105         0.08790638298          0.0357724838
  1.50011125         0.06831212342          0.03375430033
  1.50011145         0.05498142168          0.02959831432
  1.50011165         0.03919395059          0.01721627079
  1.50011185         0.0322233215          0.009831471369
  1.50011205         0.04969250038          0.009688233025
  1.50011225         0.07611523569          0.01269983407
  1.50011245         0.09981785715          0.0178121049
  1.50011265         0.1146879196          0.0237795487
  1.50011285         0.1080533341          0.02572919801
  1.50011305         0.09202812612          0.03166134655
  1.50011325         0.07071926445          0.02889229916
  1.50011345         0.04797263816          0.02654398791
  1.50011365         0.03719029576          0.02061313763
  1.50011385         0.02389728837          0.01173768658
  1.50011405         0.01969134435          0.008859222755
  1.50011425         0.01048221346          0.01124274731
  1.50011445         0.005221500527          0.0189161133
  1.50011465         0.01075568888          0.02466001734
  1.50011485         0.02345929854          0.0308117494
  1.50011505         0.04015860334          0.02719175443
  1.50011525         0.06427035481          0.03035813384
  1.50011545         0.0938302502          0.04097670689
  1.50011565         0.1422086805          0.07053451985
  1.50011585         0.1878674179          0.0969716087
  1.50011605         0.2290486395          0.1210056692
  1.50011625         0.2475129962          0.1329301298
  1.50011645         0.245042339          0.1378048807
  1.50011665         0.2355926484          0.1446145326
  1.50011685         0.2202351838          0.1439638734
  1.50011705         0.2101082802          0.1392045319
  1.50011725         0.1823589057          0.1132534891
  1.50011745         0.1423014849          0.07743284106
  1.50011765         0.09022696316          0.03552940488
  1.50011785         0.03412121907          0.02397170849
  1.50011805         0.02363680862          0.04687988386
  1.50011825         0.05264475569          0.06509581953
  1.50011845         0.06415838003          0.06733074784
  1.50011865         0.06151622534          0.05775309727
  1.50011885         0.05252982304          0.04513570666
  1.50011905         0.03298975527          0.02520629391
  1.50011925         0.0205724109          0.0131804496
  1.50011945         0.0098459078          0.002044960391
  1.50011965         0.004359326325          0.00522943167
  1.50011985         0.01054268237          0.01002054289
  1.50012005         0.01340118982          0.01710416563
  1.50012025         0.01717448421          0.01841675863
  1.50012045         0.01773129404          0.02243565023
  1.50012065         0.0207815934          0.01969134249
  1.50012085         0.03431354836          0.01515120827
  1.50012105         0.05324371532          0.01311144326
  1.50012125         0.07917968184          0.006616793573
  1.50012145         0.09357500821          0.005051416811
  1.50012165         0.1044609845          0.005559375975
  1.50012185         0.1006142721          0.003806856461
  1.50012205         0.08891694993          0.007682517637
  1.50012225         0.08049345762          0.005294568371
  1.50012245         0.07103603333          0.005940513685
  1.50012265         0.07425281405          0.006812646519
  1.50012285         0.08014952391          0.004992533475
  1.50012305         0.08357013017          0.01056218706
  1.50012325         0.08427646011          0.01299130544
  1.50012345         0.06797797978          0.01549135614
  1.50012365         0.04919074476          0.01978451386
  1.50012385         0.02496988885          0.01748003624
  1.50012405         0.02226713859          0.01536503527
  1.50012425         0.03398775309          0.01523555908
  1.50012445         0.05293979123          0.01548810862
  1.50012465         0.06920039654          0.01877181605
  1.50012485         0.09168763459          0.02564199269
  1.50012505         0.1124472693          0.02569572814
  1.50012525         0.121559836          0.02839916945
  1.50012545         0.12063694          0.0304049328
  1.50012565         0.0976357311          0.02952384576
  1.50012585         0.06991472095          0.03078307956
  1.50012605         0.03788465261          0.02385359816
  1.50012625         0.01352639869          0.02090463415
  1.50012645         0.007233890239          0.01632121019
  1.50012665         0.009302105755          0.01327143237
  1.50012685         0.003409602912          0.01622020453
  1.50012705         0.01176495105          0.01415227912
  1.50012725         0.02432385087          0.01661706343
  1.50012745         0.03963661939          0.01606566645
  1.50012765         0.04269994795          0.01512151957
  1.50012785         0.04367117584          0.01867451519
  1.50012805         0.03149617091          0.01613323763
  1.50012825         0.01441941783          0.01802759059
  1.50012845         0.005650850013          0.01576747186
  1.50012865         0.0261131376          0.01300241239
  1.50012885         0.03571953624          0.01698822342
  1.50012905         0.04467935115          0.01708212495
  1.50012925         0.04663364962          0.02325679921
  1.50012945         0.04745649919          0.02823129855
  1.50012965         0.04781425372          0.0302728042
  1.50012985         0.03766116127          0.03343375027
  1.50013005         0.02673162334          0.02995759621
  1.50013025         0.005509986542          0.03355372325
  1.50013045         0.01335789263          0.03160021827
  1.50013065         0.03087588586          0.03298428655
  1.50013085         0.04514928162          0.02952170186
  1.50013105         0.05763095245          0.02549784258
  1.50013125         0.07480815798          0.02514971234
  1.50013145         0.08380280435          0.02377459407
  1.50013165         0.09092032909          0.02929273248
  1.50013185         0.0851315707          0.02857944742
  1.50013205         0.07861793041          0.03212797269
  1.50013225         0.07162678242          0.02887042053
  1.50013245         0.06737660617          0.02577693574
  1.50013265         0.07300452143          0.02256401442
  1.50013285         0.0765382722          0.01373453345
  1.50013305         0.08777154982          0.01246466301
  1.50013325         0.09216555953          0.01281122118
