#x       aXcorr
1.50006005     0.00250788196
1.50006025     0.001323670847
1.50006045     0.001612404594
1.50006065     0.00273414026
1.50006085     0.003401891561
1.50006105     0.004308828618
1.50006125     0.004711420275
1.50006145     0.006053718738
1.50006165     0.006454555783
1.50006185     0.006737431511
1.50006205     0.006083081476
1.50006225     0.004457379691
1.50006245     0.003307995852
1.50006265     0.001563998056
1.50006285     0.0008863088442
1.50006305     0.0006040552398
1.50006325     0.0002488667378
1.50006345     0.000772031548
1.50006365     0.000649860187
1.50006385     0.001037128037
1.50006405     0.001188346767
1.50006425     0.00125198788
1.50006445     0.001732218312
1.50006465     0.001671399921
1.50006485     0.002456563758
1.50006505     0.002314802958
1.50006525     0.002625449328
1.50006545     0.002212046646
1.50006565     0.002041234635
1.50006585     0.002359377686
1.50006605     0.003469010582
1.50006625     0.004782210104
1.50006645     0.005231328309
1.50006665     0.006189433392
1.50006685     0.006035393104
1.50006705     0.006285369396
1.50006725     0.006497425027
1.50006745     0.006622110028
1.50006765     0.007132201921
1.50006785     0.006242456846
1.50006805     0.005518686492
1.50006825     0.003974100109
1.50006845     0.002674774267
1.50006865     0.00189554051
1.50006885     0.0008905852446
1.50006905     0.001134996302
1.50006925     0.001736713806
1.50006945     0.002236685948
1.50006965     0.003459561383
1.50006985     0.004003241658
1.50007005     0.005385033786
1.50007025     0.006122945808
1.50007045     0.007687428501
1.50007065     0.008455310948
1.50007085     0.008823817596
1.50007105     0.008476039395
1.50007125     0.00706657581
1.50007145     0.006436975207
1.50007165     0.00512125995
1.50007185     0.004760002717
1.50007205     0.003931432962
1.50007225     0.003455431433
1.50007245     0.003412576392
1.50007265     0.003082960378
1.50007285     0.003753012279
1.50007305     0.004137212411
1.50007325     0.00449527381
1.50007345     0.005404293071
1.50007365     0.005258513149
1.50007385     0.006113478448
1.50007405     0.006093642674
1.50007425     0.006410874892
1.50007445     0.006439303048
1.50007465     0.008757521398
1.50007485     0.01334892958
1.50007505     0.01910098456
1.50007525     0.02374796197
1.50007545     0.02538087033
1.50007565     0.02460373938
1.50007585     0.02069224603
1.50007605     0.0166756995
1.50007625     0.01313094236
1.50007645     0.01125475951
1.50007665     0.01027608011
1.50007685     0.009149166755
1.50007705     0.008551063947
1.50007725     0.007067239378
1.50007745     0.006324624177
1.50007765     0.004824521951
1.50007785     0.003993486054
1.50007805     0.002724317368
1.50007825     0.001407961594
1.50007845     0.0007053433801
1.50007865     0.001159893814
1.50007885     0.00137401314
1.50007905     0.002180470852
1.50007925     0.003926441073
1.50007945     0.005463521462
1.50007965     0.00738195423
1.50007985     0.008851460181
1.50008005     0.009654630907
1.50008025     0.01112041064
1.50008045     0.01186962612
1.50008065     0.01292219851
1.50008085     0.01281379163
1.50008105     0.01232887898
1.50008125     0.01225770637
1.50008145     0.01172158495
1.50008165     0.01182178594
1.50008185     0.01055768691
1.50008205     0.00899113901
1.50008225     0.007212975994
1.50008245     0.004734112881
1.50008265     0.003204729175
1.50008285     0.001698435401
1.50008305     0.001288251369
1.50008325     0.001348080463
1.50008345     0.001422584639
1.50008365     0.002351194154
1.50008385     0.003128901357
1.50008405     0.004516380373
1.50008425     0.005829876289
1.50008445     0.006102303043
1.50008465     0.006754018366
1.50008485     0.006367679685
1.50008505     0.006655809935
1.50008525     0.007138607092
1.50008545     0.008554806933
1.50008565     0.01034293324
1.50008585     0.01137852576
1.50008605     0.01245394628
1.50008625     0.01197868213
1.50008645     0.01204576995
1.50008665     0.01185673568
1.50008685     0.01218515448
1.50008705     0.01242357213
1.50008725     0.01128105912
1.50008745     0.01020122413
1.50008765     0.008357332088
1.50008785     0.007435130421
1.50008805     0.006680257618
1.50008825     0.006331837736
1.50008845     0.00655551441
1.50008865     0.006368416827
1.50008885     0.007036595605
1.50008905     0.006961779203
1.50008925     0.006835174747
1.50008945     0.006738855503
1.50008965     0.005869620945
1.50008985     0.006007782649
1.50009005     0.005707673263
1.50009025     0.00563907763
1.50009045     0.005391872022
1.50009065     0.00412759278
1.50009085     0.003306806553
1.50009105     0.002012361772
1.50009125     0.001014640555
1.50009145     0.001715068938
1.50009165     0.002808711492
1.50009185     0.004030148033
1.50009205     0.005421715789
1.50009225     0.00552587444
1.50009245     0.005976988934
1.50009265     0.005750694778
1.50009285     0.005905190483
1.50009305     0.006206522696
1.50009325     0.005833453499
1.50009345     0.005898605566
1.50009365     0.004987126682
1.50009385     0.004367636982
1.50009405     0.003857410047
1.50009425     0.002983047394
1.50009445     0.002654757584
1.50009465     0.00147315301
1.50009485     0.0004867469252
1.50009505     0.001454545418
1.50009525     0.003180814208
1.50009545     0.004177665338
1.50009565     0.005474584643
1.50009585     0.005738373846
1.50009605     0.005318619777
1.50009625     0.00523790298
1.50009645     0.004488814157
1.50009665     0.004384579603
1.50009685     0.003343538614
1.50009705     0.002004727488
1.50009725     0.001291864319
1.50009745     0.002007871866
1.50009765     0.002854554914
1.50009785     0.00408412423
1.50009805     0.004390396643
1.50009825     0.005170290824
1.50009845     0.005900642369
1.50009865     0.005827768706
1.50009885     0.005709329154
1.50009905     0.004744063597
1.50009925     0.004561206792
1.50009945     0.005982363131
1.50009965     0.006903989241
1.50009985     0.007748095784
1.50010005     0.008893102407
1.50010025     0.009488254786
1.50010045     0.01044725906
1.50010065     0.009599485435
1.50010085     0.008486827835
1.50010105     0.00703848945
1.50010125     0.005742155947
1.50010145     0.006215247326
1.50010165     0.007391071878
1.50010185     0.009385543875
1.50010205     0.01160829794
1.50010225     0.01191823464
1.50010245     0.01176420134
1.50010265     0.01080676261
1.50010285     0.009914970957
1.50010305     0.009671299718
1.50010325     0.008570942096
1.50010345     0.007793364581
1.50010365     0.006624257192
1.50010385     0.005166380201
1.50010405     0.004177183378
1.50010425     0.002231240971
1.50010445     0.001791999792
1.50010465     0.003171445569
1.50010485     0.00568140531
1.50010505     0.006982806604
1.50010525     0.00767162675
1.50010545     0.00783991348
1.50010565     0.007074839436
1.50010585     0.007016861811
1.50010605     0.006134174764
1.50010625     0.006106270477
1.50010645     0.005265825428
1.50010665     0.005006721709
1.50010685     0.004235211294
1.50010705     0.003104195232
1.50010725     0.002254985273
1.50010745     0.0008457748918
1.50010765     0.0005833529867
1.50010785     0.0009866653709
1.50010805     0.001610233681
1.50010825     0.002379478188
1.50010845     0.003027088707
1.50010865     0.002928207163
1.50010885     0.003024045611
1.50010905     0.001990785357
1.50010925     0.001553292735
1.50010945     0.0007337194402
1.50010965     0.001678254455
1.50010985     0.002531414386
1.50011005     0.005036970135
1.50011025     0.007173568942
1.50011045     0.00985566806
1.50011065     0.01132839825
1.50011085     0.01132254396
1.50011105     0.01044964418
1.50011125     0.008120428771
1.50011145     0.006535746157
1.50011165     0.004659088328
1.50011185     0.003830462461
1.50011205     0.005907081068
1.50011225     0.00904798694
1.50011245     0.01186555251
1.50011265     0.01363324933
1.50011285     0.01284454577
1.50011305     0.01093961112
1.50011325     0.008406576701
1.50011345     0.005702615716
1.50011365     0.004420897458
1.50011385     0.002840726404
1.50011405     0.002340746345
1.50011425     0.001246042317
1.50011445     0.0006206918624
1.50011465     0.001278558047
1.50011485     0.002788658952
1.50011505     0.004773742519
1.50011525     0.007639975753
1.50011545     0.01115383301
1.50011565     0.01690464467
1.50011585     0.02233221568
1.50011605     0.02722754329
1.50011625     0.0294224564
1.50011645     0.02912882715
1.50011665     0.02800550126
1.50011685     0.02617979236
1.50011705     0.02497613244
1.50011725     0.02167735621
1.50011745     0.01691572927
1.50011765     0.0107254833
1.50011785     0.004056070466
1.50011805     0.002809762955
1.50011825     0.006257998291
1.50011845     0.007626665756
1.50011865     0.007312573958
1.50011885     0.00624435395
1.50011905     0.003921564668
1.50011925     0.002445493359
1.50011945     0.001170405652
1.50011965     0.0005182029563
1.50011985     0.001253231661
1.50012005     0.001593027264
1.50012025     0.002041573403
1.50012045     0.002107754815
1.50012065     0.002470362699
1.50012085     0.004078943282
1.50012105     0.006329227239
1.50012125     0.00941227749
1.50012145     0.01112348586
1.50012165     0.01241755765
1.50012185     0.01196028572
1.50012205     0.01056975592
1.50012225     0.009568440728
1.50012245     0.008444213308
1.50012265     0.008826620877
1.50012285     0.009527566843
1.50012305     0.009934184141
1.50012325     0.01001812983
1.50012345     0.008080718108
1.50012365     0.00584741449
1.50012385     0.002968226792
1.50012405     0.002646944486
1.50012425     0.004040195141
1.50012445     0.006293080281
1.50012465     0.008225994185
1.50012485     0.01089912374
1.50012505     0.0133668799
1.50012525     0.01445009373
1.50012545     0.0143403979
1.50012565     0.01160616335
1.50012585     0.00831091404
1.50012605     0.004503428936
1.50012625     0.001607914222
1.50012645     0.0008599093999
1.50012665     0.001105761388
1.50012685     0.0004053067532
1.50012705     0.001398527762
1.50012725     0.002891425742
1.50012745     0.004711721092
1.50012765     0.005075846333
1.50012785     0.005191287491
1.50012805     0.003744022455
1.50012825     0.001714069396
1.50012845     0.0006717292126
1.50012865     0.003104133299
1.50012885     0.004246066324
1.50012905     0.005311137065
1.50012925     0.005543451291
1.50012945     0.005641265307
1.50012965     0.005683774594
1.50012985     0.004476866685
1.50013005     0.003177655162
1.50013025     0.0006549868849
1.50013045     0.001587883686
1.50013065     0.003670279169
1.50013085     0.005366994068
1.50013105     0.006850716192
1.50013125     0.008892606013
1.50013145     0.00996185001
1.50013165     0.01080795284
1.50013185     0.01011975948
1.50013205     0.009345483966
1.50013225     0.008514435031
1.50013245     0.008009199053
1.50013265     0.008678215556
1.50013285     0.009098290466
1.50013305     0.01043358259
1.50013325     0.01095595304
1.50013345     0.01228540111
1.50013365     0.01357453503
1.50013385     0.01535257231
1.50013405     0.01669025235
1.50013425     0.01613335498
1.50013445     0.01454353426
1.50013465     0.01086209528
1.50013485     0.007134335581
1.50013505     0.004015042912
1.50013525     0.001365735196
1.50013545     0.0009756028885
1.50013565     0.001749579795
1.50013585     0.002057701116
1.50013605     0.003107717028
1.50013625     0.003451164579
1.50013645     0.004369473085
1.50013665     0.004959406331
1.50013685     0.005216165446
1.50013705     0.005206326954
1.50013725     0.004267911892
1.50013745     0.003979478497
1.50013765     0.003433758393
1.50013785     0.004177657422
1.50013805     0.004276700318
1.50013825     0.004855391104
1.50013845     0.003984671086
1.50013865     0.002952191513
1.50013885     0.001328605111
1.50013905     0.0009124223143
1.50013925     0.001920781448
1.50013945     0.00409419369
1.50013965     0.00588654913
1.50013985     0.008552738465
1.50014005     0.0100184828
1.50014025     0.01065949909
1.50014045     0.01037507597
1.50014065     0.009020983241
1.50014085     0.008412889205
1.50014105     0.006914894097
1.50014125     0.0055330717
1.50014145     0.0035381536
1.50014165     0.001902551739
1.50014185     0.003086451208
1.50014205     0.004574988503
1.50014225     0.005005823448
1.50014245     0.005848184228
1.50014265     0.006123164203
1.50014285     0.006684356835
1.50014305     0.006853140891
1.50014325     0.00614568498
1.50014345     0.005504293833
1.50014365     0.003842914011
1.50014385     0.003329874016
1.50014405     0.003183511319
1.50014425     0.004140030593
1.50014445     0.004617094994
1.50014465     0.004862153903
1.50014485     0.005008482374
1.50014505     0.004581346177
1.50014525     0.004775257315
1.50014545     0.004225529265
1.50014565     0.004238082562
1.50014585     0.003445075126
1.50014605     0.002570410492
1.50014625     0.001967972843
1.50014645     0.0009443216841
1.50014665     0.0009671529988
1.50014685     0.0009046227206
1.50014705     0.001504120417
1.50014725     0.001676934771
1.50014745     0.002345991321
1.50014765     0.002138967859
1.50014785     0.002446311293
1.50014805     0.001807081979
1.50014825     0.002304290654
1.50014845     0.00303577329
1.50014865     0.00524545135
1.50014885     0.006760769058
1.50014905     0.008199766278
1.50014925     0.009088971652
1.50014945     0.008651353419
1.50014965     0.008561203256
1.50014985     0.007905947044
1.50015005     0.007832823321
1.50015025     0.008193224669
1.50015045     0.007862703875
1.50015065     0.008071299642
1.50015085     0.007621984463
1.50015105     0.00740611786
1.50015125     0.007957795635
1.50015145     0.0080703618
1.50015165     0.008904950693
1.50015185     0.008243624121
1.50015205     0.006960333791
1.50015225     0.005068500061
1.50015245     0.003092789557
1.50015265     0.002767886035
1.50015285     0.003003185615
1.50015305     0.003423384856
1.50015325     0.003231418552
1.50015345     0.003542099614
1.50015365     0.003140458604
1.50015385     0.003260820871
1.50015405     0.002148053376
1.50015425     0.0008599188877
1.50015445     0.001049054554
1.50015465     0.003904983401
1.50015485     0.006182655692
1.50015505     0.008878784254
1.50015525     0.01074264105
1.50015545     0.01193437818
1.50015565     0.01370688342
1.50015585     0.014720615
1.50015605     0.01682311483
1.50015625     0.0185523238
1.50015645     0.02034140937
1.50015665     0.02240099385
1.50015685     0.02432288602
1.50015705     0.02612257004
1.50015725     0.02536857873
1.50015745     0.02299742587
1.50015765     0.01813960075
1.50015785     0.01311778929
1.50015805     0.009019364603
1.50015825     0.005602898542
1.50015845     0.003444989212
1.50015865     0.003345725825
1.50015885     0.005490934011
1.50015905     0.007332601584
1.50015925     0.007954521105
1.50015945     0.006411484908
1.50015965     0.004360124469
1.50015985     0.0009298747173
1.50016005     0.001930070575
1.50016025     0.003970921971
1.50016045     0.005081099924
1.50016065     0.003926689737
1.50016085     0.002347828355
1.50016105     0.0007188623422
1.50016125     0.003916001413
1.50016145     0.006100678351
1.50016165     0.008216275834
1.50016185     0.008518612012
1.50016205     0.008390962146
1.50016225     0.007611955982
1.50016245     0.00663801888
1.50016265     0.006616257597
1.50016285     0.006779189687
1.50016305     0.008274800144
1.50016325     0.008837415837
1.50016345     0.009545329958
1.50016365     0.008931495249
1.50016385     0.008017902263
1.50016405     0.007272871677
1.50016425     0.006047311705
1.50016445     0.005165008362
1.50016465     0.003048694693
1.50016485     0.001463800902
1.50016505     0.003093997482
1.50016525     0.004935695324
1.50016545     0.00597911654
1.50016565     0.006933766883
1.50016585     0.006799083669
1.50016605     0.007526502479
1.50016625     0.007527639158
1.50016645     0.007968747057
1.50016665     0.008132373914
1.50016685     0.008387288079
1.50016705     0.008703177795
1.50016725     0.008355136029
1.50016745     0.008533396758
1.50016765     0.007954596542
1.50016785     0.008136752993
1.50016805     0.007674267981
1.50016825     0.007627646439
1.50016845     0.007530896924
1.50016865     0.007327335887
1.50016885     0.007724090945
1.50016905     0.007461017929
1.50016925     0.008287425153
1.50016945     0.008690707386
1.50016965     0.009239749052
1.50016985     0.009432800114
1.50017005     0.00847826805
1.50017025     0.007825709879
1.50017045     0.006397773046
1.50017065     0.005555422511
1.50017085     0.005025752354
1.50017105     0.004123082384
1.50017125     0.004455820657
1.50017145     0.005559859332
1.50017165     0.006410383154
1.50017185     0.00747064082
1.50017205     0.007309826557
1.50017225     0.006334717851
1.50017245     0.005764785688
1.50017265     0.004570029676
1.50017285     0.004322679713
1.50017305     0.003715309547
1.50017325     0.00325662666
1.50017345     0.002777248854
1.50017365     0.001910450403
1.50017385     0.002328862203
1.50017405     0.002980114194
1.50017425     0.004872189369
1.50017445     0.005813189317
1.50017465     0.006693623029
1.50017485     0.006789158564
1.50017505     0.006082098
1.50017525     0.006190070417
1.50017545     0.00572893396
1.50017565     0.006334367208
1.50017585     0.006719842087
1.50017605     0.006798836868
1.50017625     0.007408991456
1.50017645     0.007319450844
1.50017665     0.008009593934
1.50017685     0.008574733511
1.50017705     0.008659566753
1.50017725     0.008639105596
1.50017745     0.007255052682
1.50017765     0.00659419084
1.50017785     0.005656643771
1.50017805     0.005913442001
1.50017825     0.006063682958
1.50017845     0.006360192318
1.50017865     0.006274017971
1.50017885     0.005136320367
1.50017905     0.004296102095
1.50017925     0.002652224386
1.50017945     0.001965955133
1.50017965     0.001663913368
1.50017985     0.001355622313
1.50018005     0.001834395109
1.50018025     0.001644060132
1.50018045     0.0009681322263
1.50018065     0.00174998038
1.50018085     0.003462993074
1.50018105     0.00458427472
1.50018125     0.005952907261
1.50018145     0.006399696693
1.50018165     0.006170900539
1.50018185     0.006362995133
1.50018205     0.006073833909
1.50018225     0.006862417329
1.50018245     0.007416044362
1.50018265     0.007574107032
1.50018285     0.007954907604
1.50018305     0.007198249456
1.50018325     0.007151800208
1.50018345     0.007236443926
1.50018365     0.007412563544
1.50018385     0.008127431385
1.50018405     0.007702027448
1.50018425     0.007496645208
1.50018445     0.006526714657
1.50018465     0.005954983179
1.50018485     0.005874418188
1.50018505     0.005971569102
1.50018525     0.006422010716
1.50018545     0.005612273235
1.50018565     0.005132080521
1.50018585     0.003300596029
1.50018605     0.002368118847
1.50018625     0.001750210067
1.50018645     0.003058248898
1.50018665     0.003948608879
1.50018685     0.005026237573
1.50018705     0.00584624894
1.50018725     0.005658331793
1.50018745     0.005578292999
1.50018765     0.004569077399
1.50018785     0.003902367083
1.50018805     0.002801415976
1.50018825     0.001154080266
1.50018845     0.0009189110715
1.50018865     0.004189786501
1.50018885     0.006545917131
1.50018905     0.00864996016
1.50018925     0.009364974685
1.50018945     0.008677498437
1.50018965     0.008015003987
1.50018985     0.006689163391
1.50019005     0.006287543569
1.50019025     0.005851661786
1.50019045     0.005530513357
1.50019065     0.006302674767
1.50019085     0.00657394249
1.50019105     0.006074673496
1.50019125     0.005407354794
1.50019145     0.003661900526
1.50019165     0.002338099061
1.50019185     0.00198289752
1.50019205     0.001868320745
1.50019225     0.002712648595
1.50019245     0.00377117726
1.50019265     0.004025607836
1.50019285     0.004348850343
1.50019305     0.003192807548
1.50019325     0.001883888734
1.50019345     0.00108193804
1.50019365     0.00328129949
1.50019385     0.004542762879
1.50019405     0.005801540334
1.50019425     0.005809460301
1.50019445     0.004955056123
1.50019465     0.004232513718
1.50019485     0.003645981662
1.50019505     0.004717043601
1.50019525     0.00528813526
1.50019545     0.006041941699
1.50019565     0.004971271846
1.50019585     0.004118786193
1.50019605     0.00212136819
1.50019625     0.0002248647943
1.50019645     0.0035658821
1.50019665     0.008690195158
1.50019685     0.01404686458
1.50019705     0.01922031306
1.50019725     0.0215242561
1.50019745     0.02210467868
1.50019765     0.02051163279
1.50019785     0.0186033342
1.50019805     0.0170819331
1.50019825     0.01464377902
1.50019845     0.01178648602
1.50019865     0.007110468578
1.50019885     0.003871980589
1.50019905     0.004704932682
1.50019925     0.008068985306
1.50019945     0.009336004965
1.50019965     0.009725619107
1.50019985     0.008547623642
1.50020005     0.00650056079
1.50020025     0.005004514474
1.50020045     0.003044010373
1.50020065     0.002415243536
1.50020085     0.001407096395
1.50020105     0.0009245413821
1.50020125     0.001333694207
1.50020145     0.001558366697
1.50020165     0.002482791431
1.50020185     0.003030486405
1.50020205     0.003456225852
1.50020225     0.004407682922
1.50020245     0.004709251691
1.50020265     0.005741275381
1.50020285     0.005563059822
1.50020305     0.005596658681
1.50020325     0.005452460144
1.50020345     0.00511920033
1.50020365     0.005734391976
1.50020385     0.005676540546
1.50020405     0.006118621211
1.50020425     0.006511440501
1.50020445     0.006037704647
1.50020465     0.005848148372
1.50020485     0.004516454879
1.50020505     0.003911991604
1.50020525     0.003643051954
1.50020545     0.004334659781
1.50020565     0.004732560366
1.50020585     0.004992184229
1.50020605     0.004979532678
1.50020625     0.004408726934
1.50020645     0.004236316308
1.50020665     0.003123039147
1.50020685     0.002695063362
1.50020705     0.001803634572
1.50020725     0.002673409181
1.50020745     0.003212994197
1.50020765     0.004137007985
1.50020785     0.003629696555
1.50020805     0.003019603435
1.50020825     0.002121901838
1.50020845     0.0009542194312
1.50020865     0.001003403566
1.50020885     0.001164115034
1.50020905     0.000484904187
1.50020925     0.0009215457831
1.50020945     0.001570485067
1.50020965     0.003060034709
1.50020985     0.003546342719
1.50021005     0.004304041155
1.50021025     0.00388277648
1.50021045     0.003058356931
1.50021065     0.002155793132
1.50021085     0.0009390918422
1.50021105     0.0007757790154
1.50021125     0.002177966293
1.50021145     0.003463233355
1.50021165     0.005294645205
1.50021185     0.00658264244
1.50021205     0.007158898748
1.50021225     0.007861400954
1.50021245     0.007726608776
1.50021265     0.008357569575
1.50021285     0.00803362485
1.50021305     0.007640788332
1.50021325     0.006888108794
1.50021345     0.00580342114
1.50021365     0.005493526813
1.50021385     0.004873955622
1.50021405     0.005493057426
1.50021425     0.00550281629
1.50021445     0.006019616965
